Algo: i2aEnvironment: RegularMiniPacmanNoFrameskip-v0
Updates 0, num timesteps 160, FPS 161, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 1.48998, policy loss 1.32176, distill_loss 0.00004, time 0.01648 min
Updates 1400, num timesteps 224160, FPS 368, mean/median reward 13.2/11.0, min/max reward 1.0/47.0, entropy 0.72430, value loss 1.22394, policy loss 0.14693, distill_loss -4.27036, time 10.14084 min
Updates 1410, num timesteps 225760, FPS 368, mean/median reward 15.1/11.0, min/max reward 1.0/48.0, entropy 0.67723, value loss 5.30832, policy loss -0.11503, distill_loss -3.45339, time 10.21488 min
Updates 1420, num timesteps 227360, FPS 368, mean/median reward 15.4/11.0, min/max reward 2.0/47.0, entropy 0.78149, value loss 9.40987, policy loss 0.29026, distill_loss -5.35772, time 10.28450 min
Updates 1430, num timesteps 228960, FPS 368, mean/median reward 16.6/12.0, min/max reward 1.0/64.0, entropy 0.83089, value loss 3.59016, policy loss 0.63105, distill_loss -5.00652, time 10.35557 min
Updates 1440, num timesteps 230560, FPS 368, mean/median reward 15.1/10.0, min/max reward 1.0/45.0, entropy 0.84085, value loss 10.62924, policy loss -0.29826, distill_loss -3.93970, time 10.42584 min
Updates 1450, num timesteps 232160, FPS 368, mean/median reward 19.3/10.0, min/max reward 0.0/108.0, entropy 0.86663, value loss 10.89151, policy loss 0.05052, distill_loss -4.45515, time 10.49659 min
Updates 1460, num timesteps 233760, FPS 368, mean/median reward 14.9/9.0, min/max reward 0.0/48.0, entropy 0.87744, value loss 3.04939, policy loss -0.10456, distill_loss -7.15420, time 10.56738 min
Updates 1470, num timesteps 235360, FPS 368, mean/median reward 11.0/6.0, min/max reward 0.0/43.0, entropy 0.70755, value loss 5.97649, policy loss 0.33308, distill_loss -6.59180, time 10.63999 min
Updates 1480, num timesteps 236960, FPS 368, mean/median reward 13.8/7.0, min/max reward 2.0/50.0, entropy 0.69576, value loss 2.75333, policy loss -0.01396, distill_loss -5.63497, time 10.71198 min
Updates 1490, num timesteps 238560, FPS 368, mean/median reward 18.7/14.0, min/max reward 2.0/54.0, entropy 0.87384, value loss 6.72367, policy loss -0.16289, distill_loss -4.58686, time 10.78335 min
Updates 1500, num timesteps 240160, FPS 368, mean/median reward 18.2/10.0, min/max reward 2.0/57.0, entropy 0.82202, value loss 7.30344, policy loss 0.15650, distill_loss -4.84369, time 10.85598 min
Updates 1510, num timesteps 241760, FPS 368, mean/median reward 14.3/10.0, min/max reward 0.0/44.0, entropy 0.76066, value loss 10.08759, policy loss -0.12107, distill_loss -3.97194, time 10.92830 min
Updates 1520, num timesteps 243360, FPS 368, mean/median reward 14.6/10.0, min/max reward 0.0/55.0, entropy 0.77920, value loss 10.57731, policy loss -0.43930, distill_loss -4.36152, time 10.99885 min
Updates 1530, num timesteps 244960, FPS 368, mean/median reward 14.0/10.0, min/max reward 1.0/52.0, entropy 0.84739, value loss 5.27758, policy loss -0.21508, distill_loss -3.56647, time 11.06908 min
Updates 1540, num timesteps 246560, FPS 368, mean/median reward 15.4/10.0, min/max reward 1.0/47.0, entropy 0.80967, value loss 13.78667, policy loss -0.61697, distill_loss -3.38848, time 11.13904 min
Updates 1550, num timesteps 248160, FPS 368, mean/median reward 16.6/12.0, min/max reward 0.0/47.0, entropy 0.78497, value loss 2.66025, policy loss -0.23003, distill_loss -3.58360, time 11.20994 min
Updates 1560, num timesteps 249760, FPS 368, mean/median reward 17.4/13.0, min/max reward 1.0/45.0, entropy 0.71376, value loss 4.29443, policy loss -0.45754, distill_loss -4.78676, time 11.28109 min
Updates 1570, num timesteps 251360, FPS 369, mean/median reward 16.3/12.0, min/max reward 1.0/45.0, entropy 0.53620, value loss 6.31862, policy loss -0.60814, distill_loss -6.51666, time 11.35202 min
Updates 1580, num timesteps 252960, FPS 369, mean/median reward 13.6/8.0, min/max reward 0.0/43.0, entropy 0.82933, value loss 0.72512, policy loss 0.24943, distill_loss -6.36804, time 11.42346 min
Updates 1590, num timesteps 254560, FPS 369, mean/median reward 15.2/11.0, min/max reward 1.0/43.0, entropy 0.67887, value loss 0.69164, policy loss 0.28407, distill_loss -5.30021, time 11.49443 min
Updates 1600, num timesteps 256160, FPS 369, mean/median reward 15.2/11.0, min/max reward 1.0/46.0, entropy 0.42930, value loss 0.65395, policy loss 0.06834, distill_loss -6.47166, time 11.56544 min
Updates 1610, num timesteps 257760, FPS 369, mean/median reward 13.0/11.0, min/max reward 0.0/43.0, entropy 0.61002, value loss 3.25188, policy loss 0.21445, distill_loss -7.37920, time 11.63872 min
Updates 1620, num timesteps 259360, FPS 369, mean/median reward 15.5/14.0, min/max reward 0.0/43.0, entropy 0.66285, value loss 8.25540, policy loss -0.53903, distill_loss -6.02225, time 11.70827 min
Updates 1630, num timesteps 260960, FPS 369, mean/median reward 18.8/18.0, min/max reward 1.0/46.0, entropy 0.46991, value loss 2.05490, policy loss 0.09388, distill_loss -9.15835, time 11.77918 min
Updates 1640, num timesteps 262560, FPS 369, mean/median reward 19.8/14.0, min/max reward 1.0/98.0, entropy 0.80082, value loss 1.83474, policy loss -0.05376, distill_loss -8.16736, time 11.85002 min
Updates 1650, num timesteps 264160, FPS 369, mean/median reward 15.9/11.0, min/max reward 1.0/43.0, entropy 0.79347, value loss 4.14579, policy loss -0.26923, distill_loss -6.34372, time 11.92231 min
Updates 1660, num timesteps 265760, FPS 369, mean/median reward 16.9/12.0, min/max reward 1.0/43.0, entropy 0.94577, value loss 5.81678, policy loss -0.71292, distill_loss -5.28211, time 11.99261 min
Updates 1670, num timesteps 267360, FPS 369, mean/median reward 18.5/13.0, min/max reward 0.0/127.0, entropy 0.89378, value loss 6.09431, policy loss -0.08434, distill_loss -5.27384, time 12.06298 min
Updates 1680, num timesteps 268960, FPS 369, mean/median reward 20.0/12.0, min/max reward 0.0/127.0, entropy 0.84890, value loss 5.33750, policy loss -0.39830, distill_loss -5.38893, time 12.13399 min
Updates 1690, num timesteps 270560, FPS 369, mean/median reward 16.1/13.0, min/max reward 1.0/43.0, entropy 0.77192, value loss 1.74265, policy loss 0.33702, distill_loss -4.61891, time 12.20462 min
Updates 1700, num timesteps 272160, FPS 369, mean/median reward 13.6/9.0, min/max reward 1.0/43.0, entropy 0.89905, value loss 3.27729, policy loss -0.54838, distill_loss -5.52293, time 12.27627 min
Updates 1710, num timesteps 273760, FPS 369, mean/median reward 15.8/12.0, min/max reward 1.0/43.0, entropy 0.96341, value loss 3.35103, policy loss 0.25695, distill_loss -5.49698, time 12.34989 min
Updates 1720, num timesteps 275360, FPS 369, mean/median reward 15.6/11.0, min/max reward 0.0/58.0, entropy 0.91552, value loss 0.88630, policy loss 0.07023, distill_loss -3.31137, time 12.42243 min
Updates 1730, num timesteps 276960, FPS 369, mean/median reward 18.3/14.0, min/max reward 1.0/58.0, entropy 0.86655, value loss 0.73051, policy loss 0.27382, distill_loss -5.90096, time 12.49481 min
Updates 1740, num timesteps 278560, FPS 369, mean/median reward 19.2/19.0, min/max reward 1.0/56.0, entropy 0.93687, value loss 0.78310, policy loss 0.18874, distill_loss -7.69489, time 12.56440 min
Updates 1750, num timesteps 280160, FPS 369, mean/median reward 18.8/11.0, min/max reward 1.0/56.0, entropy 0.95053, value loss 1.41769, policy loss 0.04793, distill_loss -7.67672, time 12.63550 min
Updates 1760, num timesteps 281760, FPS 369, mean/median reward 17.7/11.0, min/max reward 0.0/56.0, entropy 0.82484, value loss 1.93866, policy loss 0.48959, distill_loss -4.73620, time 12.70600 min
Updates 1770, num timesteps 283360, FPS 369, mean/median reward 17.5/13.0, min/max reward 0.0/56.0, entropy 0.68060, value loss 11.64007, policy loss -0.56431, distill_loss -4.88222, time 12.77617 min
Updates 1780, num timesteps 284960, FPS 369, mean/median reward 23.7/14.0, min/max reward 0.0/133.0, entropy 0.64927, value loss 1.60192, policy loss -0.08578, distill_loss -4.28705, time 12.84643 min
Updates 1790, num timesteps 286560, FPS 369, mean/median reward 17.0/17.0, min/max reward 0.0/56.0, entropy 0.82524, value loss 2.65025, policy loss 0.05376, distill_loss -5.07050, time 12.91627 min
Updates 1800, num timesteps 288160, FPS 369, mean/median reward 16.5/14.0, min/max reward 0.0/56.0, entropy 0.80647, value loss 4.64567, policy loss -0.48726, distill_loss -5.41078, time 12.98634 min
Updates 1810, num timesteps 289760, FPS 369, mean/median reward 16.5/11.0, min/max reward 1.0/56.0, entropy 0.89417, value loss 4.80167, policy loss -0.61396, distill_loss -5.27367, time 13.05934 min
Updates 1820, num timesteps 291360, FPS 369, mean/median reward 13.8/10.0, min/max reward 1.0/56.0, entropy 0.86340, value loss 9.27067, policy loss -0.21508, distill_loss -5.26835, time 13.12960 min
Updates 1830, num timesteps 292960, FPS 369, mean/median reward 17.5/10.0, min/max reward 0.0/62.0, entropy 0.88591, value loss 1.94253, policy loss 0.01281, distill_loss -3.11654, time 13.20000 min
Updates 1840, num timesteps 294560, FPS 369, mean/median reward 16.5/10.0, min/max reward 0.0/65.0, entropy 1.05261, value loss 2.82825, policy loss 0.17942, distill_loss -4.14014, time 13.27143 min
Updates 1850, num timesteps 296160, FPS 369, mean/median reward 17.1/10.0, min/max reward 1.0/65.0, entropy 0.91020, value loss 5.37938, policy loss -0.28537, distill_loss -2.25293, time 13.34317 min
Updates 1860, num timesteps 297760, FPS 369, mean/median reward 13.8/9.0, min/max reward 0.0/56.0, entropy 0.88419, value loss 5.70359, policy loss -0.13490, distill_loss -0.63411, time 13.41434 min
Updates 1870, num timesteps 299360, FPS 369, mean/median reward 14.8/9.0, min/max reward 1.0/60.0, entropy 0.89252, value loss 1.80975, policy loss -0.13195, distill_loss -3.32184, time 13.48513 min
Updates 1880, num timesteps 300960, FPS 370, mean/median reward 17.4/16.0, min/max reward 1.0/60.0, entropy 0.53785, value loss 7.85309, policy loss -0.37976, distill_loss -6.20831, time 13.55590 min
Updates 1890, num timesteps 302560, FPS 370, mean/median reward 19.0/16.0, min/max reward 1.0/56.0, entropy 0.50629, value loss 5.55642, policy loss 0.04051, distill_loss -8.99793, time 13.62621 min
Updates 1900, num timesteps 304160, FPS 370, mean/median reward 20.6/12.0, min/max reward 1.0/122.0, entropy 0.61340, value loss 3.20874, policy loss -0.06350, distill_loss -7.18285, time 13.69706 min
Updates 1910, num timesteps 305760, FPS 370, mean/median reward 22.6/19.0, min/max reward 1.0/138.0, entropy 0.42564, value loss 5.52304, policy loss 0.07505, distill_loss -10.90663, time 13.77050 min
Updates 1920, num timesteps 307360, FPS 370, mean/median reward 19.5/19.0, min/max reward 0.0/56.0, entropy 0.89544, value loss 1.13067, policy loss 0.10306, distill_loss -7.26695, time 13.84093 min
Updates 1930, num timesteps 308960, FPS 370, mean/median reward 17.1/13.0, min/max reward 1.0/56.0, entropy 0.72560, value loss 1.89937, policy loss 0.11457, distill_loss -8.65589, time 13.91294 min
Updates 1940, num timesteps 310560, FPS 370, mean/median reward 16.5/13.0, min/max reward 1.0/56.0, entropy 0.99324, value loss 9.35952, policy loss -0.18153, distill_loss -5.02257, time 13.98325 min
Updates 1950, num timesteps 312160, FPS 370, mean/median reward 20.2/20.0, min/max reward 1.0/56.0, entropy 0.86470, value loss 3.66332, policy loss 0.32285, distill_loss -3.99698, time 14.05321 min
Updates 1960, num timesteps 313760, FPS 370, mean/median reward 23.2/20.0, min/max reward 0.0/56.0, entropy 0.77549, value loss 0.84079, policy loss 0.12203, distill_loss -6.63312, time 14.12416 min
Updates 1970, num timesteps 315360, FPS 370, mean/median reward 22.7/20.0, min/max reward 0.0/56.0, entropy 0.78493, value loss 6.60106, policy loss -0.51185, distill_loss -7.40768, time 14.19460 min
Updates 1980, num timesteps 316960, FPS 370, mean/median reward 17.8/11.0, min/max reward 0.0/56.0, entropy 1.00482, value loss 0.86431, policy loss 0.03278, distill_loss -6.41510, time 14.26485 min
Updates 1990, num timesteps 318560, FPS 370, mean/median reward 19.5/17.0, min/max reward 0.0/58.0, entropy 0.92374, value loss 1.30234, policy loss 0.34586, distill_loss -6.62281, time 14.33459 min
Updates 2000, num timesteps 320160, FPS 370, mean/median reward 21.3/17.0, min/max reward 0.0/65.0, entropy 0.83898, value loss 3.87653, policy loss -0.17909, distill_loss -7.33525, time 14.40659 min
Updates 2010, num timesteps 321760, FPS 370, mean/median reward 20.2/17.0, min/max reward 1.0/65.0, entropy 0.81729, value loss 5.17204, policy loss 0.26483, distill_loss -6.63300, time 14.47966 min
Updates 2020, num timesteps 323360, FPS 370, mean/median reward 19.2/17.0, min/max reward 0.0/56.0, entropy 0.88303, value loss 0.43666, policy loss -0.00634, distill_loss -5.56455, time 14.54944 min
Updates 2030, num timesteps 324960, FPS 370, mean/median reward 18.8/18.0, min/max reward 0.0/56.0, entropy 0.73767, value loss 1.83828, policy loss 0.13286, distill_loss -6.34206, time 14.62141 min
Updates 2040, num timesteps 326560, FPS 370, mean/median reward 21.1/20.0, min/max reward 1.0/56.0, entropy 0.84955, value loss 2.09454, policy loss -0.25505, distill_loss -8.83004, time 14.69241 min
Updates 2050, num timesteps 328160, FPS 370, mean/median reward 17.5/14.0, min/max reward 1.0/56.0, entropy 0.86949, value loss 1.14752, policy loss 0.38345, distill_loss -8.58616, time 14.76332 min
Updates 2060, num timesteps 329760, FPS 370, mean/median reward 17.7/13.0, min/max reward 1.0/56.0, entropy 0.89125, value loss 8.89247, policy loss -0.14290, distill_loss -6.49108, time 14.83503 min
Updates 2070, num timesteps 331360, FPS 370, mean/median reward 17.8/15.0, min/max reward 1.0/56.0, entropy 0.85391, value loss 1.11793, policy loss 0.12875, distill_loss -5.53452, time 14.90598 min
Updates 2080, num timesteps 332960, FPS 370, mean/median reward 17.4/15.0, min/max reward 1.0/56.0, entropy 0.60763, value loss 0.91731, policy loss 0.04897, distill_loss -8.38892, time 14.97738 min
Updates 2090, num timesteps 334560, FPS 370, mean/median reward 16.6/13.0, min/max reward 1.0/56.0, entropy 0.58751, value loss 0.87438, policy loss 0.07590, distill_loss -8.50651, time 15.04833 min
Updates 2100, num timesteps 336160, FPS 370, mean/median reward 16.4/12.0, min/max reward 1.0/56.0, entropy 1.01758, value loss 1.48159, policy loss 0.08674, distill_loss -5.83243, time 15.12079 min
Updates 2110, num timesteps 337760, FPS 370, mean/median reward 16.2/10.0, min/max reward 1.0/56.0, entropy 1.13259, value loss 3.70671, policy loss -0.43888, distill_loss -5.44556, time 15.19384 min
Updates 2120, num timesteps 339360, FPS 370, mean/median reward 19.3/10.0, min/max reward 2.0/130.0, entropy 1.06302, value loss 3.37049, policy loss 0.22597, distill_loss -4.61312, time 15.26376 min
Updates 2130, num timesteps 340960, FPS 370, mean/median reward 18.9/13.0, min/max reward 2.0/56.0, entropy 1.04239, value loss 1.13537, policy loss 0.23382, distill_loss -3.78740, time 15.33422 min
Updates 2140, num timesteps 342560, FPS 370, mean/median reward 18.1/9.0, min/max reward 2.0/56.0, entropy 0.94654, value loss 0.95808, policy loss 0.28411, distill_loss -7.21416, time 15.40655 min
Updates 2150, num timesteps 344160, FPS 370, mean/median reward 20.3/16.0, min/max reward 2.0/56.0, entropy 0.95457, value loss 2.82145, policy loss 0.25587, distill_loss -4.66368, time 15.47757 min
Updates 2160, num timesteps 345760, FPS 370, mean/median reward 22.7/16.0, min/max reward 0.0/122.0, entropy 0.96050, value loss 2.29890, policy loss 0.53369, distill_loss -5.42372, time 15.54893 min
Updates 2170, num timesteps 347360, FPS 370, mean/median reward 21.1/13.0, min/max reward 2.0/134.0, entropy 1.03276, value loss 4.62541, policy loss -0.20352, distill_loss -3.59297, time 15.62129 min
Updates 2180, num timesteps 348960, FPS 370, mean/median reward 17.7/13.0, min/max reward 1.0/59.0, entropy 0.90631, value loss 4.80392, policy loss 0.05236, distill_loss -5.70556, time 15.69178 min
Updates 2190, num timesteps 350560, FPS 370, mean/median reward 18.2/13.0, min/max reward 1.0/59.0, entropy 0.94019, value loss 2.95577, policy loss 0.32737, distill_loss -4.39699, time 15.76260 min
Updates 2200, num timesteps 352160, FPS 370, mean/median reward 16.8/9.0, min/max reward 0.0/59.0, entropy 0.88635, value loss 5.03830, policy loss 0.01811, distill_loss -6.87584, time 15.83231 min
Updates 2210, num timesteps 353760, FPS 370, mean/median reward 25.3/16.0, min/max reward 2.0/135.0, entropy 0.65873, value loss 26.34591, policy loss -0.77085, distill_loss -10.55991, time 15.90524 min
Updates 2220, num timesteps 355360, FPS 370, mean/median reward 23.3/13.0, min/max reward 2.0/74.0, entropy 0.59576, value loss 5.12720, policy loss 0.04193, distill_loss -10.21884, time 15.97679 min
Updates 2230, num timesteps 356960, FPS 370, mean/median reward 16.6/13.0, min/max reward 0.0/56.0, entropy 0.54942, value loss 5.08676, policy loss -0.00725, distill_loss -11.52023, time 16.04855 min
Updates 2240, num timesteps 358560, FPS 370, mean/median reward 12.8/8.0, min/max reward 0.0/56.0, entropy 0.40189, value loss 4.75468, policy loss -0.23509, distill_loss -14.65866, time 16.12073 min
Updates 2250, num timesteps 360160, FPS 370, mean/median reward 12.1/8.0, min/max reward 1.0/56.0, entropy 0.59081, value loss 0.71662, policy loss 0.01566, distill_loss -14.21594, time 16.19269 min
Updates 2260, num timesteps 361760, FPS 370, mean/median reward 16.2/9.0, min/max reward 0.0/124.0, entropy 0.59978, value loss 3.95763, policy loss -0.08884, distill_loss -12.90461, time 16.26521 min
Updates 2270, num timesteps 363360, FPS 370, mean/median reward 21.9/12.0, min/max reward 0.0/134.0, entropy 1.02140, value loss 1.45350, policy loss 0.36571, distill_loss -12.60044, time 16.33624 min
