command line args: main.py --algo i2a --env-name MsPacmanNoFrameskip-v0 --num-processes 30 --port 5557 --log-dir /tmp/i2a/MsPacman_dSSM_DET_5rollouts --i2a-rollout-steps 5 --num-steps 10 --entropy-coef 0.02 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model dSSM_DET
Updates 0, num timesteps 300, FPS 59, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00122, policy loss -0.00441, distill_loss -0.00355, time 0.08345 min
Updates 1370, num timesteps 411300, FPS 66, mean/median reward 3.4/-4.0, min/max reward -15.0/87.0, entropy 2.00588, value loss 3.13577, policy loss -0.35170, distill_loss -6.00769, time 102.83553 min
Updates 1380, num timesteps 414300, FPS 66, mean/median reward 4.3/-4.0, min/max reward -15.0/87.0, entropy 1.97443, value loss 1.59876, policy loss 0.10251, distill_loss -5.99856, time 103.59237 min
Updates 1390, num timesteps 417300, FPS 66, mean/median reward 5.5/-1.0, min/max reward -15.0/87.0, entropy 2.02802, value loss 4.39687, policy loss 0.25725, distill_loss -5.49204, time 104.34477 min
Updates 1400, num timesteps 420300, FPS 66, mean/median reward 7.6/0.0, min/max reward -15.0/87.0, entropy 1.86711, value loss 2.42407, policy loss 0.72341, distill_loss -7.17939, time 105.11256 min
Updates 1410, num timesteps 423300, FPS 66, mean/median reward 12.4/6.0, min/max reward -15.0/119.0, entropy 1.72537, value loss 17.02283, policy loss 1.11259, distill_loss -8.65034, time 105.86605 min
Updates 1420, num timesteps 426300, FPS 66, mean/median reward 12.7/6.0, min/max reward -15.0/119.0, entropy 1.78781, value loss 0.05528, policy loss -0.17981, distill_loss -9.05269, time 106.60163 min
Updates 1430, num timesteps 429300, FPS 66, mean/median reward 17.1/7.0, min/max reward -12.0/119.0, entropy 1.85233, value loss 4.93371, policy loss -0.46867, distill_loss -7.34037, time 107.34011 min
Updates 1440, num timesteps 432300, FPS 66, mean/median reward 23.3/9.0, min/max reward -11.0/119.0, entropy 1.85416, value loss 3.98264, policy loss -0.14640, distill_loss -7.14632, time 108.08692 min
Updates 1450, num timesteps 435300, FPS 66, mean/median reward 26.8/21.0, min/max reward -11.0/119.0, entropy 1.88749, value loss 13.66710, policy loss 0.55177, distill_loss -7.18055, time 108.84751 min
Updates 1460, num timesteps 438300, FPS 66, mean/median reward 26.4/21.0, min/max reward -11.0/119.0, entropy 1.93244, value loss 1.90642, policy loss 0.06510, distill_loss -7.57200, time 109.59741 min
Updates 1470, num timesteps 441300, FPS 66, mean/median reward 24.5/21.0, min/max reward -11.0/103.0, entropy 0.99863, value loss 3.97974, policy loss -0.76006, distill_loss -30.27494, time 110.36686 min
Updates 1480, num timesteps 444300, FPS 66, mean/median reward 17.3/18.0, min/max reward -11.0/72.0, entropy 1.80816, value loss 2.58258, policy loss 0.05501, distill_loss -9.95986, time 111.10555 min
Updates 1490, num timesteps 447300, FPS 66, mean/median reward 25.3/18.0, min/max reward -8.0/239.0, entropy 1.41026, value loss 2.34987, policy loss 0.70888, distill_loss -10.30922, time 111.86505 min
Updates 1500, num timesteps 450300, FPS 66, mean/median reward 30.1/21.0, min/max reward -8.0/239.0, entropy 1.46792, value loss 36.59482, policy loss 0.34081, distill_loss -11.74510, time 112.62397 min
Updates 1510, num timesteps 453300, FPS 66, mean/median reward 29.7/18.0, min/max reward -16.0/239.0, entropy 1.75386, value loss 3.09659, policy loss -0.21772, distill_loss -8.43672, time 113.35543 min
Updates 1520, num timesteps 456300, FPS 66, mean/median reward 36.0/20.0, min/max reward -19.0/239.0, entropy 1.84243, value loss 3.49170, policy loss -0.35655, distill_loss -6.96059, time 114.09775 min
Updates 1530, num timesteps 459300, FPS 66, mean/median reward 27.4/17.0, min/max reward -19.0/144.0, entropy 1.85452, value loss 1.62923, policy loss 0.27446, distill_loss -6.32412, time 114.84023 min
Updates 1540, num timesteps 462300, FPS 66, mean/median reward 26.5/16.0, min/max reward -19.0/144.0, entropy 1.91984, value loss 7.68281, policy loss 0.04023, distill_loss -6.64872, time 115.57265 min
Updates 1550, num timesteps 465300, FPS 66, mean/median reward 25.7/13.0, min/max reward -19.0/144.0, entropy 1.89702, value loss 1.84111, policy loss 0.26457, distill_loss -6.93484, time 116.30635 min
Updates 1560, num timesteps 468300, FPS 66, mean/median reward 18.3/6.0, min/max reward -16.0/144.0, entropy 1.65949, value loss 3.18297, policy loss -0.01084, distill_loss -8.34904, time 117.04788 min
Updates 1570, num timesteps 471300, FPS 66, mean/median reward 30.0/8.0, min/max reward -6.0/314.0, entropy 1.50105, value loss 9.23881, policy loss -1.11397, distill_loss -11.01061, time 117.79972 min
Updates 1580, num timesteps 474300, FPS 66, mean/median reward 24.7/10.0, min/max reward -6.0/314.0, entropy 1.72440, value loss 15.88422, policy loss 0.21541, distill_loss -8.36720, time 118.53681 min
Updates 1590, num timesteps 477300, FPS 66, mean/median reward 21.8/6.0, min/max reward -9.0/314.0, entropy 1.81180, value loss 4.49661, policy loss -0.53508, distill_loss -7.81498, time 119.28642 min
Updates 1600, num timesteps 480300, FPS 66, mean/median reward 23.4/10.0, min/max reward -11.0/314.0, entropy 1.87716, value loss 13.36973, policy loss 1.14706, distill_loss -7.83104, time 120.02750 min
Updates 1610, num timesteps 483300, FPS 66, mean/median reward 24.0/15.0, min/max reward -11.0/314.0, entropy 1.92835, value loss 3.51912, policy loss -0.19946, distill_loss -7.93852, time 120.77322 min
Updates 1620, num timesteps 486300, FPS 66, mean/median reward 23.5/6.0, min/max reward -15.0/314.0, entropy 1.60988, value loss 0.53035, policy loss -0.13966, distill_loss -12.58218, time 121.51294 min
Updates 1630, num timesteps 489300, FPS 66, mean/median reward 28.0/6.0, min/max reward -15.0/314.0, entropy 1.76837, value loss 9.80178, policy loss 0.81840, distill_loss -8.46609, time 122.25756 min
Updates 1640, num timesteps 492300, FPS 66, mean/median reward 36.2/17.0, min/max reward -15.0/314.0, entropy 1.65099, value loss 0.47453, policy loss 0.07533, distill_loss -9.49810, time 122.98792 min
Updates 1650, num timesteps 495300, FPS 66, mean/median reward 31.6/22.0, min/max reward -15.0/152.0, entropy 1.55172, value loss 4.84722, policy loss -0.40813, distill_loss -10.81117, time 123.72509 min
Updates 1660, num timesteps 498300, FPS 66, mean/median reward 34.3/25.0, min/max reward -15.0/152.0, entropy 1.86974, value loss 3.74877, policy loss -0.00315, distill_loss -12.04536, time 124.45084 min
Updates 1670, num timesteps 501300, FPS 66, mean/median reward 36.2/26.0, min/max reward -15.0/152.0, entropy 1.72447, value loss 1.75365, policy loss -0.04799, distill_loss -9.97180, time 125.19299 min
Updates 1680, num timesteps 504300, FPS 66, mean/median reward 39.5/26.0, min/max reward -13.0/152.0, entropy 1.84358, value loss 5.33788, policy loss 0.66492, distill_loss -8.05178, time 125.92225 min
Updates 1690, num timesteps 507300, FPS 66, mean/median reward 36.7/35.0, min/max reward -14.0/95.0, entropy 1.74111, value loss 2.75515, policy loss 0.03448, distill_loss -10.17676, time 126.66904 min
Updates 1700, num timesteps 510300, FPS 66, mean/median reward 33.3/25.0, min/max reward -14.0/85.0, entropy 1.85640, value loss 14.15091, policy loss 0.57775, distill_loss -7.63237, time 127.41790 min
Updates 1710, num timesteps 513300, FPS 66, mean/median reward 24.9/17.0, min/max reward -14.0/77.0, entropy 1.82586, value loss 13.80792, policy loss 1.29221, distill_loss -8.95965, time 128.17121 min
Updates 1720, num timesteps 516300, FPS 66, mean/median reward 23.7/17.0, min/max reward -14.0/77.0, entropy 1.84376, value loss 0.23179, policy loss -0.08801, distill_loss -8.28856, time 128.91347 min
Updates 1730, num timesteps 519300, FPS 66, mean/median reward 22.7/17.0, min/max reward -14.0/77.0, entropy 1.90496, value loss 13.60174, policy loss 1.03504, distill_loss -6.87598, time 129.65145 min
Updates 1740, num timesteps 522300, FPS 66, mean/median reward 16.1/12.0, min/max reward -14.0/72.0, entropy 1.88881, value loss 3.07106, policy loss 0.08126, distill_loss -11.36792, time 130.38602 min
Updates 1750, num timesteps 525300, FPS 66, mean/median reward 14.9/12.0, min/max reward -15.0/72.0, entropy 1.72259, value loss 9.69600, policy loss -0.77531, distill_loss -15.11615, time 131.15032 min
Updates 1760, num timesteps 528300, FPS 66, mean/median reward 13.1/11.0, min/max reward -15.0/63.0, entropy 1.67764, value loss 1.60768, policy loss -0.13880, distill_loss -12.98015, time 131.87127 min
Updates 1770, num timesteps 531300, FPS 66, mean/median reward 15.5/12.0, min/max reward -15.0/63.0, entropy 1.85986, value loss 2.33554, policy loss -0.12202, distill_loss -10.40251, time 132.60255 min
Updates 1780, num timesteps 534300, FPS 66, mean/median reward 18.5/11.0, min/max reward -15.0/63.0, entropy 1.67767, value loss 13.25122, policy loss 0.84459, distill_loss -13.69093, time 133.34507 min
Updates 1790, num timesteps 537300, FPS 66, mean/median reward 15.7/11.0, min/max reward -15.0/63.0, entropy 1.66062, value loss 1.09007, policy loss 0.27693, distill_loss -15.27183, time 134.08880 min
Updates 1800, num timesteps 540300, FPS 66, mean/median reward 22.2/11.0, min/max reward -15.0/194.0, entropy 1.75440, value loss 10.08799, policy loss 1.15158, distill_loss -13.32723, time 134.83421 min
Updates 1810, num timesteps 543300, FPS 66, mean/median reward 22.3/11.0, min/max reward -15.0/194.0, entropy 1.80454, value loss 0.58316, policy loss 0.14897, distill_loss -12.34773, time 135.58215 min
Updates 1820, num timesteps 546300, FPS 66, mean/median reward 22.4/11.0, min/max reward -11.0/194.0, entropy 1.82036, value loss 4.16929, policy loss -0.42527, distill_loss -11.44825, time 136.30881 min
Updates 1830, num timesteps 549300, FPS 66, mean/median reward 24.1/19.0, min/max reward -11.0/194.0, entropy 1.87631, value loss 0.56081, policy loss -0.12980, distill_loss -11.35906, time 137.04929 min
Updates 1840, num timesteps 552300, FPS 66, mean/median reward 23.8/14.0, min/max reward -12.0/194.0, entropy 1.88651, value loss 4.56281, policy loss -0.63494, distill_loss -11.17398, time 137.77656 min
Updates 1850, num timesteps 555300, FPS 66, mean/median reward 25.3/15.0, min/max reward -12.0/194.0, entropy 1.95693, value loss 5.94564, policy loss -0.27514, distill_loss -9.65350, time 138.50901 min
Updates 1860, num timesteps 558300, FPS 66, mean/median reward 16.8/14.0, min/max reward -18.0/80.0, entropy 1.81255, value loss 1.74292, policy loss -0.01083, distill_loss -11.94297, time 139.23613 min
Updates 1870, num timesteps 561300, FPS 66, mean/median reward 16.8/15.0, min/max reward -18.0/80.0, entropy 1.83217, value loss 2.17700, policy loss 0.85119, distill_loss -14.88577, time 139.97992 min
Updates 1880, num timesteps 564300, FPS 66, mean/median reward 15.1/14.0, min/max reward -18.0/80.0, entropy 1.78289, value loss 21.90234, policy loss 1.24161, distill_loss -14.44310, time 140.73202 min
Updates 1890, num timesteps 567300, FPS 66, mean/median reward 16.0/14.0, min/max reward -18.0/80.0, entropy 1.83347, value loss 3.56445, policy loss -0.24888, distill_loss -13.77216, time 141.46978 min
Updates 1900, num timesteps 570300, FPS 66, mean/median reward 12.6/12.0, min/max reward -18.0/80.0, entropy 1.78936, value loss 0.44221, policy loss 0.07167, distill_loss -19.46948, time 142.20492 min
Updates 1910, num timesteps 573300, FPS 66, mean/median reward 10.8/6.0, min/max reward -16.0/80.0, entropy 1.46935, value loss 8.86889, policy loss -0.84897, distill_loss -18.21482, time 142.94583 min
Updates 1920, num timesteps 576300, FPS 66, mean/median reward 15.2/6.0, min/max reward -16.0/131.0, entropy 1.75343, value loss 45.12771, policy loss 1.76635, distill_loss -14.35513, time 143.70282 min
Updates 1930, num timesteps 579300, FPS 66, mean/median reward 19.2/6.0, min/max reward -16.0/131.0, entropy 1.84117, value loss 10.02062, policy loss -1.19207, distill_loss -13.50283, time 144.44415 min
Updates 1940, num timesteps 582300, FPS 66, mean/median reward 24.7/14.0, min/max reward -16.0/131.0, entropy 1.82121, value loss 3.95255, policy loss 0.15881, distill_loss -13.48538, time 145.18314 min
Updates 1950, num timesteps 585300, FPS 66, mean/median reward 26.8/15.0, min/max reward -16.0/131.0, entropy 1.77985, value loss 1.43544, policy loss 0.27326, distill_loss -12.66893, time 145.91591 min
Updates 1960, num timesteps 588300, FPS 66, mean/median reward 19.6/6.0, min/max reward -20.0/88.0, entropy 1.63419, value loss 2.05302, policy loss 0.14290, distill_loss -14.13593, time 146.64835 min
Updates 1970, num timesteps 591300, FPS 66, mean/median reward 11.2/-1.0, min/max reward -23.0/88.0, entropy 1.62328, value loss 3.56863, policy loss -0.43917, distill_loss -15.40854, time 147.39042 min
Updates 1980, num timesteps 594300, FPS 66, mean/median reward 13.3/6.0, min/max reward -23.0/88.0, entropy 1.06376, value loss 8.23254, policy loss -0.63472, distill_loss -27.41173, time 148.13775 min
Updates 1990, num timesteps 597300, FPS 66, mean/median reward 7.8/-2.0, min/max reward -21.0/88.0, entropy 1.77144, value loss 7.53007, policy loss -1.30223, distill_loss -18.20571, time 148.88202 min
Updates 2000, num timesteps 600300, FPS 66, mean/median reward 2.8/-2.0, min/max reward -21.0/56.0, entropy 1.74941, value loss 3.93611, policy loss 0.66343, distill_loss -16.06692, time 149.62996 min
Updates 2010, num timesteps 603300, FPS 66, mean/median reward 5.1/-3.0, min/max reward -21.0/56.0, entropy 1.64847, value loss 2.09811, policy loss -0.16231, distill_loss -19.64939, time 150.37644 min
Updates 2020, num timesteps 606300, FPS 66, mean/median reward 8.7/-2.0, min/max reward -21.0/76.0, entropy 1.73941, value loss 2.42531, policy loss 0.38904, distill_loss -14.76293, time 151.11669 min
Updates 2030, num timesteps 609300, FPS 66, mean/median reward 10.9/-3.0, min/max reward -15.0/76.0, entropy 1.78269, value loss 1.06728, policy loss 0.34910, distill_loss -15.26098, time 151.86726 min
Updates 2040, num timesteps 612300, FPS 66, mean/median reward 11.1/-3.0, min/max reward -15.0/76.0, entropy 0.48192, value loss 15.40829, policy loss -0.51015, distill_loss -37.57412, time 152.65097 min
Updates 2050, num timesteps 615300, FPS 66, mean/median reward 18.8/6.0, min/max reward -15.0/143.0, entropy 1.34591, value loss 4.99276, policy loss -0.50167, distill_loss -20.89705, time 153.38904 min
Updates 2060, num timesteps 618300, FPS 66, mean/median reward 22.3/14.0, min/max reward -15.0/143.0, entropy 1.70268, value loss 1.45919, policy loss -0.34754, distill_loss -15.16817, time 154.13619 min
Updates 2070, num timesteps 621300, FPS 66, mean/median reward 19.5/13.0, min/max reward -15.0/143.0, entropy 1.63709, value loss 1.97233, policy loss 0.21676, distill_loss -15.56789, time 154.87118 min
Updates 2080, num timesteps 624300, FPS 66, mean/median reward 18.6/13.0, min/max reward -15.0/143.0, entropy 1.65095, value loss 1.35570, policy loss 0.49335, distill_loss -13.76775, time 155.64878 min
Updates 2090, num timesteps 627300, FPS 66, mean/median reward 27.7/15.0, min/max reward -15.0/155.0, entropy 1.46749, value loss 2.99259, policy loss -0.51388, distill_loss -17.87307, time 156.39556 min
Updates 2100, num timesteps 630300, FPS 66, mean/median reward 27.5/15.0, min/max reward -15.0/155.0, entropy 0.22088, value loss 52.32541, policy loss 0.17698, distill_loss -83.70156, time 157.15406 min
Updates 2110, num timesteps 633300, FPS 66, mean/median reward 30.5/16.0, min/max reward -6.0/155.0, entropy 1.55562, value loss 1.60730, policy loss -0.02239, distill_loss -17.63317, time 157.89820 min
Updates 2120, num timesteps 636300, FPS 66, mean/median reward 31.3/17.0, min/max reward -6.0/155.0, entropy 1.71318, value loss 7.27121, policy loss -0.80488, distill_loss -16.08805, time 158.63695 min
Updates 2130, num timesteps 639300, FPS 66, mean/median reward 39.3/27.0, min/max reward -6.0/155.0, entropy 0.97847, value loss 2.49389, policy loss 0.00548, distill_loss -33.31052, time 159.37907 min
Updates 2140, num timesteps 642300, FPS 66, mean/median reward 39.3/32.0, min/max reward -6.0/155.0, entropy 1.66366, value loss 4.20293, policy loss 0.27225, distill_loss -17.44149, time 160.12079 min
Updates 2150, num timesteps 645300, FPS 66, mean/median reward 40.1/32.0, min/max reward -6.0/155.0, entropy 1.73632, value loss 2.92255, policy loss 0.39615, distill_loss -19.25422, time 160.86333 min
Updates 2160, num timesteps 648300, FPS 66, mean/median reward 38.6/33.0, min/max reward -4.0/88.0, entropy 1.51660, value loss 17.32929, policy loss -0.82315, distill_loss -19.03854, time 161.60144 min
Updates 2170, num timesteps 651300, FPS 66, mean/median reward 38.2/35.0, min/max reward -4.0/88.0, entropy 1.63977, value loss 2.55318, policy loss 0.09960, distill_loss -15.77187, time 162.33461 min
Updates 2180, num timesteps 654300, FPS 66, mean/median reward 32.6/28.0, min/max reward -6.0/91.0, entropy 1.70155, value loss 7.24774, policy loss -0.06536, distill_loss -15.69951, time 163.06711 min
Updates 2190, num timesteps 657300, FPS 66, mean/median reward 31.1/25.0, min/max reward -6.0/91.0, entropy 1.05048, value loss 3.88603, policy loss 0.17510, distill_loss -35.18511, time 163.82919 min
Updates 2200, num timesteps 660300, FPS 66, mean/median reward 29.5/25.0, min/max reward -6.0/91.0, entropy 0.81740, value loss 33.15384, policy loss 0.23593, distill_loss -51.65190, time 164.59591 min
Updates 2210, num timesteps 663300, FPS 66, mean/median reward 26.8/21.0, min/max reward -6.0/91.0, entropy 0.25976, value loss 22.15962, policy loss -0.38627, distill_loss -58.81866, time 165.34070 min
Updates 2220, num timesteps 666300, FPS 66, mean/median reward 32.1/23.0, min/max reward -4.0/159.0, entropy 1.63076, value loss 46.38513, policy loss 1.47116, distill_loss -17.08108, time 166.06365 min
Updates 2230, num timesteps 669300, FPS 66, mean/median reward 36.6/23.0, min/max reward -4.0/159.0, entropy 1.09772, value loss 2.54454, policy loss 0.26707, distill_loss -26.46417, time 166.79148 min
Updates 2240, num timesteps 672300, FPS 66, mean/median reward 40.4/27.0, min/max reward -4.0/159.0, entropy 1.13153, value loss 15.63376, policy loss -0.32719, distill_loss -29.19028, time 167.52930 min
