Algo: i2aEnvironment: HuntMiniPacmanNoFrameskip-v0
Updates 0, num timesteps 2560, FPS 522, mean/median reward -12.2/-20.0, min/max reward -40.0/0.0, entropy 1.60944, value loss 122.28074, policy loss -9.80785, distill_loss -0.00014, time 0.08172 min
Updates 1370, num timesteps 3509760, FPS 762, mean/median reward -19.5/-20.0, min/max reward -20.0/-8.0, entropy 1.26894, value loss 8.00154, policy loss -0.26721, distill_loss -7.38876, time 76.72468 min
Updates 1380, num timesteps 3535360, FPS 762, mean/median reward -19.6/-20.0, min/max reward -20.0/-7.0, entropy 1.16622, value loss 6.06528, policy loss 0.28715, distill_loss -9.08270, time 77.25670 min
Updates 1390, num timesteps 3560960, FPS 762, mean/median reward -19.6/-20.0, min/max reward -20.0/-9.0, entropy 1.25017, value loss 12.98803, policy loss -0.56715, distill_loss -5.77143, time 77.79322 min
Updates 1400, num timesteps 3586560, FPS 763, mean/median reward -19.4/-20.0, min/max reward -20.0/-9.0, entropy 1.18549, value loss 11.43075, policy loss -0.40552, distill_loss -7.69262, time 78.32500 min
Updates 1410, num timesteps 3612160, FPS 763, mean/median reward -19.4/-20.0, min/max reward -20.0/-8.0, entropy 1.24033, value loss 3.92134, policy loss 0.41182, distill_loss -8.79212, time 78.85682 min
Updates 1420, num timesteps 3637760, FPS 763, mean/median reward -19.4/-20.0, min/max reward -20.0/-7.0, entropy 1.21508, value loss 9.36102, policy loss -0.13755, distill_loss -7.27198, time 79.38982 min
Updates 1430, num timesteps 3663360, FPS 763, mean/median reward -19.3/-20.0, min/max reward -20.0/-6.0, entropy 1.18761, value loss 7.65174, policy loss -0.04369, distill_loss -6.63786, time 79.92792 min
Updates 1440, num timesteps 3688960, FPS 764, mean/median reward -19.7/-20.0, min/max reward -20.0/-18.0, entropy 1.21544, value loss 9.33034, policy loss -0.58964, distill_loss -6.61888, time 80.45368 min
Updates 1450, num timesteps 3714560, FPS 764, mean/median reward -19.6/-20.0, min/max reward -20.0/-9.0, entropy 1.22391, value loss 5.75200, policy loss 0.13149, distill_loss -7.12934, time 80.98330 min
Updates 1460, num timesteps 3740160, FPS 764, mean/median reward -19.6/-20.0, min/max reward -20.0/-8.0, entropy 1.17739, value loss 7.75962, policy loss -0.27680, distill_loss -6.96263, time 81.51488 min
Updates 1470, num timesteps 3765760, FPS 764, mean/median reward -19.6/-20.0, min/max reward -20.0/-8.0, entropy 1.21453, value loss 6.97627, policy loss 0.03934, distill_loss -6.57661, time 82.04389 min
Updates 1480, num timesteps 3791360, FPS 764, mean/median reward -19.4/-20.0, min/max reward -20.0/-8.0, entropy 1.11345, value loss 7.15468, policy loss -0.11247, distill_loss -7.25151, time 82.60238 min
Updates 1490, num timesteps 3816960, FPS 764, mean/median reward -19.4/-20.0, min/max reward -20.0/-9.0, entropy 1.19676, value loss 8.84125, policy loss -0.44637, distill_loss -5.50019, time 83.21133 min
Updates 1500, num timesteps 3842560, FPS 764, mean/median reward -19.2/-20.0, min/max reward -20.0/2.0, entropy 1.17178, value loss 9.90171, policy loss -0.37969, distill_loss -6.09613, time 83.81628 min
Updates 1510, num timesteps 3868160, FPS 764, mean/median reward -19.2/-20.0, min/max reward -20.0/-8.0, entropy 1.18362, value loss 10.51153, policy loss -0.37496, distill_loss -6.01095, time 84.35779 min
Updates 1520, num timesteps 3893760, FPS 764, mean/median reward -19.2/-20.0, min/max reward -20.0/-7.0, entropy 1.09047, value loss 9.84844, policy loss -0.15071, distill_loss -6.00480, time 84.88771 min
Updates 1530, num timesteps 3919360, FPS 764, mean/median reward -19.1/-20.0, min/max reward -20.0/-8.0, entropy 1.13318, value loss 7.58644, policy loss 0.02253, distill_loss -5.06503, time 85.42328 min
Updates 1540, num timesteps 3944960, FPS 764, mean/median reward -19.2/-20.0, min/max reward -20.0/-7.0, entropy 1.08036, value loss 4.36304, policy loss 0.17625, distill_loss -7.23212, time 85.97420 min
Updates 1550, num timesteps 3970560, FPS 764, mean/median reward -19.3/-20.0, min/max reward -20.0/-8.0, entropy 1.15461, value loss 11.91378, policy loss -0.40906, distill_loss -4.24666, time 86.52152 min
Updates 1560, num timesteps 3996160, FPS 765, mean/median reward -19.1/-20.0, min/max reward -20.0/-9.0, entropy 1.08967, value loss 10.25522, policy loss -0.19054, distill_loss -4.52353, time 87.05438 min
Updates 1570, num timesteps 4021760, FPS 764, mean/median reward -19.1/-20.0, min/max reward -20.0/-8.0, entropy 1.10304, value loss 8.85521, policy loss -0.23721, distill_loss -4.47692, time 87.69329 min
Updates 1580, num timesteps 4047360, FPS 764, mean/median reward -19.0/-20.0, min/max reward -20.0/-8.0, entropy 1.15558, value loss 14.69257, policy loss -1.04166, distill_loss -4.53116, time 88.26248 min
Updates 1590, num timesteps 4072960, FPS 763, mean/median reward -19.1/-20.0, min/max reward -20.0/-8.0, entropy 1.09633, value loss 3.11912, policy loss 0.42370, distill_loss -5.88442, time 88.89075 min
Updates 1600, num timesteps 4098560, FPS 762, mean/median reward -18.9/-20.0, min/max reward -20.0/-8.0, entropy 1.15669, value loss 4.46083, policy loss 0.13663, distill_loss -6.56373, time 89.57400 min
Updates 1610, num timesteps 4124160, FPS 762, mean/median reward -19.0/-20.0, min/max reward -20.0/-8.0, entropy 1.14386, value loss 5.39871, policy loss 0.00786, distill_loss -5.33175, time 90.12409 min
Updates 1620, num timesteps 4149760, FPS 762, mean/median reward -19.1/-20.0, min/max reward -20.0/-7.0, entropy 1.11026, value loss 7.40337, policy loss -0.00473, distill_loss -6.17309, time 90.65676 min
Updates 1630, num timesteps 4175360, FPS 763, mean/median reward -19.3/-20.0, min/max reward -20.0/-8.0, entropy 1.10153, value loss 6.12540, policy loss 0.23231, distill_loss -4.01197, time 91.17812 min
Updates 1640, num timesteps 4200960, FPS 763, mean/median reward -19.1/-20.0, min/max reward -20.0/-8.0, entropy 1.05261, value loss 6.27949, policy loss 0.11108, distill_loss -4.71331, time 91.70642 min
Updates 1650, num timesteps 4226560, FPS 763, mean/median reward -18.8/-19.0, min/max reward -20.0/-7.0, entropy 1.03880, value loss 7.73814, policy loss -0.04601, distill_loss -3.00160, time 92.22843 min
Updates 1660, num timesteps 4252160, FPS 764, mean/median reward -19.1/-20.0, min/max reward -20.0/-7.0, entropy 1.08101, value loss 4.60291, policy loss 0.13690, distill_loss -4.93036, time 92.75004 min
Updates 1670, num timesteps 4277760, FPS 764, mean/median reward -19.0/-20.0, min/max reward -20.0/-6.0, entropy 1.05539, value loss 7.26836, policy loss -0.06627, distill_loss -3.12784, time 93.27384 min
Updates 1680, num timesteps 4303360, FPS 764, mean/median reward -18.8/-20.0, min/max reward -20.0/-7.0, entropy 1.04086, value loss 4.46959, policy loss 0.08967, distill_loss -3.01992, time 93.79075 min
Updates 1690, num timesteps 4328960, FPS 764, mean/median reward -18.7/-19.0, min/max reward -20.0/-7.0, entropy 1.09201, value loss 6.48729, policy loss -0.15243, distill_loss -3.71286, time 94.31344 min
Updates 1700, num timesteps 4354560, FPS 765, mean/median reward -19.0/-20.0, min/max reward -20.0/-7.0, entropy 1.06052, value loss 9.80111, policy loss -0.47561, distill_loss -2.72264, time 94.83868 min
Updates 1710, num timesteps 4380160, FPS 765, mean/median reward -18.9/-20.0, min/max reward -20.0/-7.0, entropy 1.06995, value loss 12.62073, policy loss -0.58011, distill_loss -2.26903, time 95.35978 min
Updates 1720, num timesteps 4405760, FPS 765, mean/median reward -18.6/-19.0, min/max reward -20.0/-6.0, entropy 1.06368, value loss 8.60464, policy loss -0.06521, distill_loss -3.46881, time 95.88088 min
Updates 1730, num timesteps 4431360, FPS 765, mean/median reward -18.5/-19.0, min/max reward -20.0/-6.0, entropy 1.00479, value loss 6.50559, policy loss 0.02356, distill_loss -2.59111, time 96.43327 min
Updates 1740, num timesteps 4456960, FPS 766, mean/median reward -19.4/-20.0, min/max reward -20.0/-9.0, entropy 1.04356, value loss 12.24159, policy loss -0.57627, distill_loss -2.74346, time 96.96573 min
Updates 1750, num timesteps 4482560, FPS 766, mean/median reward -19.2/-20.0, min/max reward -20.0/-6.0, entropy 1.02319, value loss 5.46065, policy loss -0.05994, distill_loss -5.12218, time 97.50028 min
Updates 1760, num timesteps 4508160, FPS 766, mean/median reward -19.2/-20.0, min/max reward -20.0/-6.0, entropy 1.05290, value loss 7.71182, policy loss -0.12114, distill_loss -2.43080, time 98.02363 min
Updates 1770, num timesteps 4533760, FPS 765, mean/median reward -19.2/-20.0, min/max reward -20.0/-9.0, entropy 1.10631, value loss 4.71233, policy loss -0.01660, distill_loss -2.77419, time 98.67941 min
Updates 1780, num timesteps 4559360, FPS 763, mean/median reward -19.2/-20.0, min/max reward -20.0/-8.0, entropy 1.03841, value loss 5.56026, policy loss -0.10475, distill_loss -3.01122, time 99.51537 min
Updates 1790, num timesteps 4584960, FPS 762, mean/median reward -19.4/-20.0, min/max reward -20.0/-18.0, entropy 0.97461, value loss 5.87038, policy loss -0.22691, distill_loss -1.95195, time 100.15761 min
Updates 1800, num timesteps 4610560, FPS 763, mean/median reward -19.4/-20.0, min/max reward -20.0/-8.0, entropy 1.05545, value loss 9.29769, policy loss -0.24552, distill_loss -1.30909, time 100.68543 min
Updates 1810, num timesteps 4636160, FPS 763, mean/median reward -19.5/-20.0, min/max reward -20.0/-9.0, entropy 0.98835, value loss 12.34409, policy loss -0.42989, distill_loss -2.75520, time 101.20654 min
Updates 1820, num timesteps 4661760, FPS 763, mean/median reward -19.2/-20.0, min/max reward -20.0/-7.0, entropy 0.92643, value loss 7.03451, policy loss -0.24558, distill_loss -2.50819, time 101.71946 min
Updates 1830, num timesteps 4687360, FPS 764, mean/median reward -19.0/-19.0, min/max reward -20.0/-7.0, entropy 0.89547, value loss 8.89661, policy loss -0.34410, distill_loss -0.25333, time 102.23403 min
Updates 1840, num timesteps 4712960, FPS 764, mean/median reward -19.0/-19.0, min/max reward -20.0/-7.0, entropy 0.99848, value loss 9.43437, policy loss -0.41657, distill_loss -1.36654, time 102.74789 min
Updates 1850, num timesteps 4738560, FPS 764, mean/median reward -18.9/-19.0, min/max reward -20.0/-7.0, entropy 0.89477, value loss 2.77186, policy loss 0.05230, distill_loss -0.64163, time 103.26381 min
Updates 1860, num timesteps 4764160, FPS 765, mean/median reward -18.8/-19.0, min/max reward -20.0/-7.0, entropy 0.92967, value loss 6.37791, policy loss -0.08894, distill_loss -1.76855, time 103.78016 min
Updates 1870, num timesteps 4789760, FPS 765, mean/median reward -19.0/-19.0, min/max reward -20.0/-7.0, entropy 0.92801, value loss 6.34536, policy loss -0.17889, distill_loss -0.94080, time 104.29510 min
Updates 1880, num timesteps 4815360, FPS 765, mean/median reward -19.0/-19.0, min/max reward -40.0/-7.0, entropy 0.90618, value loss 5.25246, policy loss -0.12233, distill_loss -0.27889, time 104.81114 min
Updates 1890, num timesteps 4840960, FPS 766, mean/median reward -18.7/-19.0, min/max reward -20.0/-7.0, entropy 0.91359, value loss 4.85571, policy loss -0.02219, distill_loss -1.69294, time 105.32425 min
Updates 1900, num timesteps 4866560, FPS 766, mean/median reward -18.5/-19.0, min/max reward -20.0/-7.0, entropy 0.93036, value loss 8.02487, policy loss -0.23165, distill_loss -0.99301, time 105.86535 min
Updates 1910, num timesteps 4892160, FPS 766, mean/median reward -18.9/-19.0, min/max reward -20.0/-8.0, entropy 0.88528, value loss 4.99626, policy loss -0.00272, distill_loss -1.56341, time 106.37836 min
Updates 1920, num timesteps 4917760, FPS 766, mean/median reward -19.0/-19.0, min/max reward -20.0/-7.0, entropy 1.00680, value loss 5.07355, policy loss 0.06156, distill_loss -2.15490, time 106.89680 min
Updates 1930, num timesteps 4943360, FPS 767, mean/median reward -19.0/-19.0, min/max reward -20.0/-7.0, entropy 1.00194, value loss 11.42740, policy loss -0.46914, distill_loss -0.60677, time 107.40974 min
Updates 1940, num timesteps 4968960, FPS 767, mean/median reward -19.0/-19.0, min/max reward -20.0/0.0, entropy 0.91576, value loss 2.43405, policy loss 0.19751, distill_loss -1.55234, time 107.93581 min
Updates 1950, num timesteps 4994560, FPS 767, mean/median reward -18.8/-19.0, min/max reward -20.0/0.0, entropy 0.94952, value loss 8.32072, policy loss -0.52275, distill_loss 0.29361, time 108.44689 min
Updates 1960, num timesteps 5020160, FPS 767, mean/median reward -18.6/-19.0, min/max reward -20.0/0.0, entropy 0.96684, value loss 5.15822, policy loss -0.12356, distill_loss -0.72429, time 108.96061 min
Updates 1970, num timesteps 5045760, FPS 768, mean/median reward -18.8/-19.0, min/max reward -40.0/-7.0, entropy 1.01511, value loss 6.65451, policy loss -0.34527, distill_loss -0.04492, time 109.49676 min
Updates 1980, num timesteps 5071360, FPS 768, mean/median reward -18.6/-19.0, min/max reward -40.0/2.0, entropy 0.94824, value loss 1.80342, policy loss 0.21092, distill_loss -0.14814, time 110.00811 min
Updates 1990, num timesteps 5096960, FPS 768, mean/median reward -18.6/-19.0, min/max reward -20.0/-7.0, entropy 0.95386, value loss 4.51122, policy loss -0.11055, distill_loss -0.10647, time 110.55017 min
Updates 2000, num timesteps 5122560, FPS 768, mean/median reward -18.7/-19.0, min/max reward -20.0/-7.0, entropy 0.97871, value loss 11.18369, policy loss -0.69352, distill_loss 0.04891, time 111.06027 min
Updates 2010, num timesteps 5148160, FPS 769, mean/median reward -18.9/-19.0, min/max reward -20.0/-8.0, entropy 0.90683, value loss 2.54436, policy loss -0.09115, distill_loss 0.75046, time 111.57339 min
Updates 2020, num timesteps 5173760, FPS 769, mean/median reward -18.7/-19.0, min/max reward -20.0/-7.0, entropy 0.92296, value loss 9.84620, policy loss -0.38417, distill_loss 0.08759, time 112.10825 min
Updates 2030, num timesteps 5199360, FPS 769, mean/median reward -18.8/-19.0, min/max reward -20.0/-7.0, entropy 0.88854, value loss 8.46743, policy loss -0.25964, distill_loss 0.93282, time 112.61739 min
Updates 2040, num timesteps 5224960, FPS 769, mean/median reward -18.6/-19.0, min/max reward -20.0/-7.0, entropy 0.90885, value loss 2.35438, policy loss 0.23013, distill_loss -0.74191, time 113.17632 min
Updates 2050, num timesteps 5250560, FPS 769, mean/median reward -18.6/-19.0, min/max reward -20.0/-7.0, entropy 0.85172, value loss 2.28641, policy loss 0.14437, distill_loss 0.07232, time 113.69093 min
Updates 2060, num timesteps 5276160, FPS 770, mean/median reward -18.7/-19.0, min/max reward -20.0/-7.0, entropy 0.83902, value loss 5.18381, policy loss -0.17592, distill_loss 0.54903, time 114.19709 min
Updates 2070, num timesteps 5301760, FPS 770, mean/median reward -18.6/-19.0, min/max reward -39.0/2.0, entropy 0.90336, value loss 5.27394, policy loss -0.17654, distill_loss 0.99601, time 114.70818 min
Updates 2080, num timesteps 5327360, FPS 770, mean/median reward -18.4/-19.0, min/max reward -39.0/2.0, entropy 0.88524, value loss 0.14743, policy loss 0.18780, distill_loss -0.62868, time 115.22764 min
Updates 2090, num timesteps 5352960, FPS 769, mean/median reward -18.6/-19.0, min/max reward -39.0/2.0, entropy 0.85244, value loss 2.92454, policy loss -0.10789, distill_loss -0.50727, time 115.87200 min
Updates 2100, num timesteps 5378560, FPS 768, mean/median reward -18.3/-19.0, min/max reward -39.0/3.0, entropy 0.86814, value loss 6.01758, policy loss -0.01126, distill_loss 0.00950, time 116.69249 min
Updates 2110, num timesteps 5404160, FPS 767, mean/median reward -17.9/-19.0, min/max reward -39.0/3.0, entropy 0.87690, value loss 3.72136, policy loss -0.06660, distill_loss 0.81310, time 117.35075 min
Updates 2120, num timesteps 5429760, FPS 767, mean/median reward -17.7/-19.0, min/max reward -39.0/3.0, entropy 0.89094, value loss 7.31047, policy loss -0.13271, distill_loss 1.51416, time 117.85743 min
Updates 2130, num timesteps 5455360, FPS 768, mean/median reward -17.8/-19.0, min/max reward -39.0/2.0, entropy 0.89545, value loss 2.11342, policy loss 0.07598, distill_loss 0.79074, time 118.38414 min
Updates 2140, num timesteps 5480960, FPS 768, mean/median reward -18.0/-19.0, min/max reward -39.0/2.0, entropy 0.93214, value loss 6.68274, policy loss -0.22460, distill_loss 0.23209, time 118.89256 min
Updates 2150, num timesteps 5506560, FPS 768, mean/median reward -18.3/-19.0, min/max reward -39.0/2.0, entropy 0.87766, value loss 4.34659, policy loss -0.11305, distill_loss 1.35482, time 119.40233 min
Updates 2160, num timesteps 5532160, FPS 768, mean/median reward -18.1/-19.0, min/max reward -39.0/2.0, entropy 0.91832, value loss 0.92946, policy loss 0.06656, distill_loss 1.12295, time 119.91112 min
Updates 2170, num timesteps 5557760, FPS 769, mean/median reward -18.2/-19.0, min/max reward -39.0/2.0, entropy 0.93270, value loss 1.71188, policy loss 0.01401, distill_loss 0.66487, time 120.41769 min
Updates 2180, num timesteps 5583360, FPS 769, mean/median reward -17.9/-19.0, min/max reward -39.0/13.0, entropy 0.96102, value loss 3.83024, policy loss -0.18377, distill_loss 0.77501, time 120.92970 min
Updates 2190, num timesteps 5608960, FPS 769, mean/median reward -18.1/-19.0, min/max reward -39.0/2.0, entropy 0.88565, value loss 2.69079, policy loss -0.00599, distill_loss 1.12256, time 121.43871 min
Updates 2200, num timesteps 5634560, FPS 770, mean/median reward -18.4/-19.0, min/max reward -39.0/2.0, entropy 0.95455, value loss 8.37650, policy loss -0.45895, distill_loss 1.40858, time 121.94586 min
