command line args: main.py --algo i2a --env MsPacmanNoFrameskip-v0 --num-processes 64 --port 5555 --log-dir /tmp/gym/MsPacman_sSSM --num-steps 10 --entropy-coef 0.01 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model sSSM
Updates 0, num timesteps 640, FPS 30, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00444, policy loss 0.01705, distill_loss 0.00080, time 0.34983 min
Updates 1380, num timesteps 883840, FPS 46, mean/median reward 7.6/6.0, min/max reward 0.0/23.0, entropy 2.10952, value loss 0.03249, policy loss -0.02380, distill_loss -0.99482, time 317.39892 min
Updates 1390, num timesteps 890240, FPS 46, mean/median reward 7.4/6.0, min/max reward 0.0/23.0, entropy 2.10347, value loss 0.06958, policy loss 0.04602, distill_loss -1.12348, time 319.84149 min
Updates 1400, num timesteps 896640, FPS 46, mean/median reward 6.8/5.0, min/max reward 0.0/23.0, entropy 2.05785, value loss 0.07766, policy loss -0.04946, distill_loss -0.96505, time 322.06328 min
Updates 1410, num timesteps 903040, FPS 46, mean/median reward 7.2/5.0, min/max reward 0.0/27.0, entropy 2.11736, value loss 0.04572, policy loss -0.11736, distill_loss -0.80249, time 324.81858 min
Updates 1420, num timesteps 909440, FPS 46, mean/median reward 7.9/6.0, min/max reward 0.0/36.0, entropy 2.10942, value loss 0.02931, policy loss -0.08674, distill_loss -0.81465, time 326.96798 min
Updates 1430, num timesteps 915840, FPS 46, mean/median reward 8.0/6.0, min/max reward 0.0/36.0, entropy 2.13797, value loss 0.08171, policy loss 0.07839, distill_loss -0.71051, time 328.70495 min
Updates 1440, num timesteps 922240, FPS 46, mean/median reward 7.5/5.0, min/max reward 0.0/36.0, entropy 2.10811, value loss 0.07945, policy loss 0.04385, distill_loss -0.85833, time 330.45644 min
Updates 1450, num timesteps 928640, FPS 46, mean/median reward 7.5/5.0, min/max reward 0.0/36.0, entropy 2.07454, value loss 0.07919, policy loss 0.06766, distill_loss -1.07449, time 332.23015 min
Updates 1460, num timesteps 935040, FPS 46, mean/median reward 7.9/6.0, min/max reward 0.0/36.0, entropy 2.03614, value loss 0.08906, policy loss 0.05669, distill_loss -1.12035, time 334.15314 min
Updates 1470, num timesteps 941440, FPS 46, mean/median reward 8.5/6.0, min/max reward 0.0/39.0, entropy 2.03053, value loss 0.14056, policy loss 0.05550, distill_loss -1.02819, time 336.08135 min
Updates 1480, num timesteps 947840, FPS 46, mean/median reward 8.0/6.0, min/max reward 0.0/39.0, entropy 2.06086, value loss 0.07971, policy loss 0.02272, distill_loss -1.02407, time 338.37124 min
Updates 1490, num timesteps 954240, FPS 46, mean/median reward 9.4/8.0, min/max reward 0.0/39.0, entropy 2.13359, value loss 0.04155, policy loss 0.00534, distill_loss -0.80139, time 340.42753 min
Updates 1500, num timesteps 960640, FPS 46, mean/median reward 8.8/8.0, min/max reward 0.0/36.0, entropy 2.10730, value loss 0.02755, policy loss -0.03927, distill_loss -0.93329, time 342.23800 min
Updates 1510, num timesteps 967040, FPS 46, mean/median reward 8.4/7.0, min/max reward 0.0/36.0, entropy 2.10206, value loss 0.06216, policy loss 0.03588, distill_loss -1.06983, time 344.04651 min
Updates 1520, num timesteps 973440, FPS 46, mean/median reward 8.3/7.0, min/max reward 0.0/36.0, entropy 2.01126, value loss 0.10867, policy loss 0.04220, distill_loss -1.22863, time 346.30770 min
Updates 1530, num timesteps 979840, FPS 46, mean/median reward 8.2/7.0, min/max reward 0.0/36.0, entropy 2.05356, value loss 0.09731, policy loss -0.01647, distill_loss -1.56630, time 348.60193 min
Updates 1540, num timesteps 986240, FPS 46, mean/median reward 8.5/7.0, min/max reward 0.0/36.0, entropy 2.06818, value loss 0.07608, policy loss 0.00212, distill_loss -1.10755, time 351.14950 min
Updates 1550, num timesteps 992640, FPS 46, mean/median reward 8.8/8.0, min/max reward 0.0/36.0, entropy 2.16051, value loss 0.05576, policy loss 0.03020, distill_loss -0.69437, time 353.32772 min
Updates 1560, num timesteps 999040, FPS 46, mean/median reward 9.1/9.0, min/max reward 0.0/33.0, entropy 2.12440, value loss 0.06612, policy loss 0.07418, distill_loss -0.83908, time 355.14906 min
Updates 1570, num timesteps 1005440, FPS 46, mean/median reward 9.6/8.0, min/max reward 0.0/36.0, entropy 2.13123, value loss 0.06029, policy loss 0.05404, distill_loss -0.91602, time 357.14322 min
Updates 1580, num timesteps 1011840, FPS 46, mean/median reward 9.7/8.0, min/max reward 0.0/36.0, entropy 2.13361, value loss 0.04778, policy loss -0.03199, distill_loss -0.97937, time 359.41087 min
Updates 1590, num timesteps 1018240, FPS 46, mean/median reward 9.6/8.0, min/max reward 0.0/36.0, entropy 1.81369, value loss 0.07743, policy loss -0.10275, distill_loss -2.71391, time 362.55034 min
Updates 1600, num timesteps 1024640, FPS 46, mean/median reward 8.5/7.0, min/max reward 0.0/33.0, entropy 1.99075, value loss 0.03908, policy loss -0.10243, distill_loss -1.95699, time 365.40143 min
Updates 1610, num timesteps 1031040, FPS 46, mean/median reward 7.6/7.0, min/max reward 0.0/29.0, entropy 2.15612, value loss 0.04430, policy loss -0.04340, distill_loss -0.78864, time 367.79765 min
Updates 1620, num timesteps 1037440, FPS 46, mean/median reward 8.3/7.0, min/max reward 0.0/30.0, entropy 2.14009, value loss 0.06453, policy loss 0.04744, distill_loss -0.65704, time 369.99089 min
Updates 1630, num timesteps 1043840, FPS 46, mean/median reward 8.8/7.0, min/max reward 0.0/30.0, entropy 2.00304, value loss 0.10409, policy loss -0.03434, distill_loss -0.88394, time 372.78339 min
Updates 1640, num timesteps 1050240, FPS 46, mean/median reward 9.1/7.0, min/max reward 0.0/30.0, entropy 2.01086, value loss 0.05981, policy loss -0.07075, distill_loss -1.50700, time 374.99200 min
Updates 1650, num timesteps 1056640, FPS 46, mean/median reward 9.1/7.0, min/max reward 0.0/30.0, entropy 1.88691, value loss 0.05499, policy loss -0.13488, distill_loss -1.98392, time 377.27410 min
Updates 1660, num timesteps 1063040, FPS 46, mean/median reward 9.3/7.0, min/max reward 0.0/30.0, entropy 1.98478, value loss 0.06492, policy loss -0.06275, distill_loss -0.97518, time 379.57831 min
Updates 1670, num timesteps 1069440, FPS 46, mean/median reward 9.7/8.0, min/max reward 0.0/30.0, entropy 1.97281, value loss 0.03506, policy loss -0.05073, distill_loss -1.08746, time 382.43083 min
Updates 1680, num timesteps 1075840, FPS 46, mean/median reward 9.3/7.0, min/max reward 0.0/30.0, entropy 2.14882, value loss 0.07905, policy loss 0.12216, distill_loss -0.54654, time 384.87538 min
Updates 1690, num timesteps 1082240, FPS 46, mean/median reward 8.9/7.0, min/max reward 0.0/26.0, entropy 2.12383, value loss 0.03669, policy loss 0.01597, distill_loss -0.84880, time 386.95250 min
Updates 1700, num timesteps 1088640, FPS 46, mean/median reward 7.7/7.0, min/max reward 0.0/26.0, entropy 2.04923, value loss 0.04226, policy loss -0.00614, distill_loss -1.10654, time 389.79512 min
Updates 1710, num timesteps 1095040, FPS 46, mean/median reward 8.3/7.0, min/max reward 0.0/26.0, entropy 1.86414, value loss 0.26432, policy loss -0.49445, distill_loss 0.81651, time 392.76863 min
Updates 1720, num timesteps 1101440, FPS 46, mean/median reward 9.1/7.0, min/max reward 0.0/26.0, entropy 2.03274, value loss 0.05517, policy loss 0.03436, distill_loss -1.07874, time 394.55480 min
Updates 1730, num timesteps 1107840, FPS 46, mean/median reward 9.4/9.0, min/max reward 0.0/26.0, entropy 2.14737, value loss 0.05351, policy loss -0.00389, distill_loss -0.60373, time 397.00783 min
Updates 1740, num timesteps 1114240, FPS 46, mean/median reward 9.5/9.0, min/max reward 0.0/26.0, entropy 2.11947, value loss 0.03125, policy loss -0.03388, distill_loss -0.73443, time 399.42489 min
Updates 1750, num timesteps 1120640, FPS 46, mean/median reward 9.2/8.0, min/max reward 0.0/23.0, entropy 2.07923, value loss 0.07613, policy loss 0.05993, distill_loss -0.62676, time 401.91407 min
Updates 1760, num timesteps 1127040, FPS 46, mean/median reward 9.4/8.0, min/max reward 0.0/26.0, entropy 2.11670, value loss 0.10009, policy loss 0.03409, distill_loss -0.42426, time 404.38412 min
Updates 1770, num timesteps 1133440, FPS 46, mean/median reward 9.6/9.0, min/max reward 0.0/26.0, entropy 2.08390, value loss 0.05715, policy loss -0.02775, distill_loss 0.40610, time 407.53381 min
Updates 1780, num timesteps 1139840, FPS 46, mean/median reward 9.8/9.0, min/max reward 0.0/26.0, entropy 1.14659, value loss 0.11893, policy loss -0.01175, distill_loss 7.44739, time 410.41156 min
Updates 1790, num timesteps 1146240, FPS 46, mean/median reward 9.2/9.0, min/max reward 0.0/26.0, entropy 1.35533, value loss 0.41655, policy loss -0.02498, distill_loss 5.87115, time 413.16664 min
Updates 1800, num timesteps 1152640, FPS 46, mean/median reward 9.2/9.0, min/max reward 0.0/26.0, entropy 1.89939, value loss 0.08419, policy loss 0.01270, distill_loss 1.36838, time 415.50887 min
Updates 1810, num timesteps 1159040, FPS 46, mean/median reward 11.1/10.0, min/max reward 0.0/34.0, entropy 2.00429, value loss 0.09255, policy loss 0.01659, distill_loss -0.53848, time 418.82504 min
Updates 1820, num timesteps 1165440, FPS 45, mean/median reward 11.8/10.0, min/max reward 0.0/39.0, entropy 2.10704, value loss 0.08766, policy loss 0.06936, distill_loss -0.04246, time 422.65377 min
Updates 1830, num timesteps 1171840, FPS 45, mean/median reward 12.6/11.0, min/max reward 0.0/39.0, entropy 2.10597, value loss 0.07734, policy loss 0.03542, distill_loss -0.27838, time 425.91227 min
Updates 1840, num timesteps 1178240, FPS 45, mean/median reward 13.0/12.0, min/max reward 0.0/39.0, entropy 2.13254, value loss 0.06634, policy loss 0.01121, distill_loss -0.63650, time 429.01650 min
Updates 1850, num timesteps 1184640, FPS 45, mean/median reward 13.3/12.0, min/max reward 0.0/39.0, entropy 2.19241, value loss 0.02743, policy loss 0.02209, distill_loss -0.08125, time 432.18397 min
Updates 1860, num timesteps 1191040, FPS 45, mean/median reward 14.0/12.0, min/max reward 0.0/47.0, entropy 2.15864, value loss 0.04355, policy loss 0.05213, distill_loss -0.48161, time 436.36787 min
Updates 1870, num timesteps 1197440, FPS 45, mean/median reward 13.5/11.0, min/max reward 0.0/47.0, entropy 2.14015, value loss 0.03532, policy loss -0.06366, distill_loss -0.71251, time 439.65357 min
Updates 1880, num timesteps 1203840, FPS 45, mean/median reward 13.3/11.0, min/max reward 1.0/47.0, entropy 2.09229, value loss 0.18288, policy loss 0.15271, distill_loss -1.04006, time 443.41101 min
Updates 1890, num timesteps 1210240, FPS 45, mean/median reward 13.6/11.0, min/max reward 1.0/47.0, entropy 2.13230, value loss 0.07431, policy loss 0.04808, distill_loss -0.53775, time 446.80726 min
Updates 1900, num timesteps 1216640, FPS 45, mean/median reward 12.7/10.0, min/max reward 1.0/47.0, entropy 2.10446, value loss 0.13079, policy loss 0.03337, distill_loss -0.63580, time 450.59822 min
Updates 1910, num timesteps 1223040, FPS 44, mean/median reward 13.8/11.0, min/max reward 1.0/47.0, entropy 2.03999, value loss 0.09136, policy loss -0.19054, distill_loss -1.01218, time 453.72354 min
Updates 1920, num timesteps 1229440, FPS 44, mean/median reward 13.7/11.0, min/max reward 2.0/47.0, entropy 2.06632, value loss 0.05871, policy loss -0.02225, distill_loss 0.35301, time 456.67335 min
Updates 1930, num timesteps 1235840, FPS 44, mean/median reward 13.0/11.0, min/max reward 2.0/44.0, entropy 1.99619, value loss 0.09286, policy loss 0.03377, distill_loss 0.93346, time 459.90336 min
Updates 1940, num timesteps 1242240, FPS 44, mean/median reward 11.4/10.0, min/max reward 2.0/36.0, entropy 2.03492, value loss 0.10914, policy loss -0.01091, distill_loss 0.52982, time 463.23573 min
Updates 1950, num timesteps 1248640, FPS 44, mean/median reward 11.4/10.0, min/max reward 1.0/36.0, entropy 1.94751, value loss 0.20460, policy loss -0.07532, distill_loss 0.52187, time 466.39894 min
Updates 1960, num timesteps 1255040, FPS 44, mean/median reward 11.2/10.0, min/max reward 1.0/36.0, entropy 1.98724, value loss 0.16836, policy loss -0.05812, distill_loss 0.18905, time 469.77351 min
Updates 1970, num timesteps 1261440, FPS 44, mean/median reward 11.6/10.0, min/max reward 1.0/36.0, entropy 2.07679, value loss 0.15967, policy loss 0.04363, distill_loss 0.04949, time 473.31931 min
Updates 1980, num timesteps 1267840, FPS 44, mean/median reward 11.0/10.0, min/max reward 0.0/36.0, entropy 2.14314, value loss 0.02246, policy loss -0.05150, distill_loss 0.09086, time 475.83522 min
Updates 1990, num timesteps 1274240, FPS 44, mean/median reward 10.7/10.0, min/max reward 0.0/36.0, entropy 2.12473, value loss 0.11045, policy loss 0.08795, distill_loss -0.04796, time 479.46933 min
Updates 2000, num timesteps 1280640, FPS 44, mean/median reward 10.6/10.0, min/max reward 0.0/36.0, entropy 2.08812, value loss 0.02655, policy loss -0.08685, distill_loss -0.10413, time 483.03678 min
Updates 2010, num timesteps 1287040, FPS 44, mean/median reward 10.6/9.0, min/max reward 0.0/36.0, entropy 1.96382, value loss 0.10512, policy loss -0.00382, distill_loss 0.21635, time 485.62455 min
Updates 2020, num timesteps 1293440, FPS 44, mean/median reward 11.5/10.0, min/max reward 0.0/38.0, entropy 2.01297, value loss 0.10220, policy loss -0.01977, distill_loss -0.00649, time 488.39529 min
Updates 2030, num timesteps 1299840, FPS 44, mean/median reward 11.8/11.0, min/max reward 0.0/38.0, entropy 1.96650, value loss 0.10948, policy loss -0.04959, distill_loss 0.03983, time 491.83849 min
Updates 2040, num timesteps 1306240, FPS 43, mean/median reward 11.1/11.0, min/max reward 0.0/38.0, entropy 2.04418, value loss 0.15852, policy loss 0.01227, distill_loss -0.45011, time 495.24649 min
Updates 2050, num timesteps 1312640, FPS 43, mean/median reward 11.2/11.0, min/max reward 0.0/38.0, entropy 2.10585, value loss 0.19055, policy loss 0.07616, distill_loss -0.37300, time 498.65484 min
Updates 2060, num timesteps 1319040, FPS 43, mean/median reward 11.6/11.0, min/max reward 0.0/47.0, entropy 2.06754, value loss 0.05291, policy loss -0.01288, distill_loss -0.09618, time 502.08427 min
Updates 2070, num timesteps 1325440, FPS 43, mean/median reward 12.5/11.0, min/max reward 0.0/47.0, entropy 2.02629, value loss 0.13144, policy loss -0.00275, distill_loss 0.43390, time 505.55572 min
Updates 2080, num timesteps 1331840, FPS 43, mean/median reward 11.7/11.0, min/max reward 0.0/47.0, entropy 1.60888, value loss 0.15301, policy loss 0.04808, distill_loss 4.35698, time 509.09274 min
Updates 2090, num timesteps 1338240, FPS 43, mean/median reward 11.1/10.0, min/max reward 0.0/47.0, entropy 1.76958, value loss 0.09276, policy loss 0.02915, distill_loss 2.33103, time 511.38480 min
Updates 2100, num timesteps 1344640, FPS 43, mean/median reward 11.7/11.0, min/max reward 0.0/47.0, entropy 1.51081, value loss 0.15581, policy loss 0.09473, distill_loss 3.81449, time 514.42105 min
Updates 2110, num timesteps 1351040, FPS 43, mean/median reward 12.0/11.0, min/max reward 0.0/47.0, entropy 1.90260, value loss 0.09526, policy loss 0.04308, distill_loss 1.93761, time 517.85056 min
Updates 2120, num timesteps 1357440, FPS 43, mean/median reward 12.6/12.0, min/max reward 0.0/47.0, entropy 1.94495, value loss 0.13840, policy loss -0.03878, distill_loss 1.71490, time 521.36247 min
Updates 2130, num timesteps 1363840, FPS 43, mean/median reward 12.4/11.0, min/max reward 0.0/28.0, entropy 2.01204, value loss 0.11046, policy loss 0.07494, distill_loss 1.21653, time 523.98654 min
Updates 2140, num timesteps 1370240, FPS 43, mean/median reward 12.6/12.0, min/max reward 0.0/28.0, entropy 2.13214, value loss 0.08754, policy loss 0.08651, distill_loss 0.38778, time 527.38399 min
Updates 2150, num timesteps 1376640, FPS 43, mean/median reward 12.8/12.0, min/max reward 0.0/28.0, entropy 2.05781, value loss 0.03423, policy loss -0.11032, distill_loss 0.01829, time 530.25136 min
Updates 2160, num timesteps 1383040, FPS 43, mean/median reward 13.2/13.0, min/max reward 0.0/28.0, entropy 2.14293, value loss 0.08309, policy loss 0.02842, distill_loss -0.32050, time 533.03499 min
Updates 2170, num timesteps 1389440, FPS 43, mean/median reward 14.1/14.0, min/max reward 0.0/28.0, entropy 2.11616, value loss 0.08025, policy loss 0.05558, distill_loss 0.20376, time 536.29468 min
Updates 2180, num timesteps 1395840, FPS 43, mean/median reward 14.6/14.0, min/max reward 0.0/34.0, entropy 2.11106, value loss 0.04462, policy loss -0.11886, distill_loss -0.02819, time 539.26820 min
Updates 2190, num timesteps 1402240, FPS 43, mean/median reward 14.0/14.0, min/max reward 0.0/34.0, entropy 1.97385, value loss 0.22636, policy loss 0.00220, distill_loss 0.64409, time 542.89705 min
Updates 2200, num timesteps 1408640, FPS 43, mean/median reward 13.7/13.0, min/max reward 0.0/34.0, entropy 2.11817, value loss 0.08822, policy loss 0.04927, distill_loss 0.35939, time 545.56139 min
Updates 2210, num timesteps 1415040, FPS 43, mean/median reward 13.3/12.0, min/max reward 0.0/34.0, entropy 2.07991, value loss 0.07339, policy loss 0.02619, distill_loss 0.53530, time 548.34073 min
Updates 2220, num timesteps 1421440, FPS 42, mean/median reward 13.0/12.0, min/max reward 0.0/34.0, entropy 2.03057, value loss 0.15500, policy loss 0.05636, distill_loss 1.38890, time 551.30037 min
Updates 2230, num timesteps 1427840, FPS 42, mean/median reward 11.9/10.0, min/max reward 0.0/33.0, entropy 2.08217, value loss 0.04495, policy loss 0.01070, distill_loss 1.26243, time 554.65993 min
Updates 2240, num timesteps 1434240, FPS 42, mean/median reward 12.0/10.0, min/max reward 0.0/38.0, entropy 2.03732, value loss 0.09058, policy loss 0.08034, distill_loss 1.76394, time 557.27457 min
Updates 2250, num timesteps 1440640, FPS 42, mean/median reward 11.7/10.0, min/max reward 0.0/38.0, entropy 1.98404, value loss 0.11199, policy loss 0.04898, distill_loss 1.74889, time 560.56511 min
Updates 2260, num timesteps 1447040, FPS 42, mean/median reward 11.2/10.0, min/max reward 0.0/38.0, entropy 2.01994, value loss 0.10746, policy loss 0.04072, distill_loss 1.09820, time 563.77629 min
Updates 2270, num timesteps 1453440, FPS 42, mean/median reward 10.1/9.0, min/max reward 0.0/30.0, entropy 2.07232, value loss 0.10071, policy loss 0.01296, distill_loss 0.72193, time 567.05202 min
Updates 2280, num timesteps 1459840, FPS 42, mean/median reward 9.4/8.0, min/max reward 0.0/30.0, entropy 2.10856, value loss 0.05621, policy loss -0.02302, distill_loss -0.08623, time 569.46085 min
