command line args: main.py --environment-model CopyModel --env-name HuntMiniPacmanNoFrameskip-v0 --algo i2a --log-interval 10 --num-processes 128 --num-stack 1 --distill-coef 10 --entropy-coef 0.02 --port 5027
Updates 0, num timesteps 640, FPS 695, mean/median reward -2.3/0.0, min/max reward -20.0/0.0, entropy 1.60919, value loss 21.55485, policy loss -1.34010, distill_loss 0.19072, time 0.01534 min
Updates 1350, num timesteps 864640, FPS 1869, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.23373, value loss 1.28554, policy loss 0.15049, distill_loss -53.38997, time 7.70789 min
Updates 1360, num timesteps 871040, FPS 1870, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.75035, value loss 1.64664, policy loss 0.04067, distill_loss -49.17997, time 7.76132 min
Updates 1370, num timesteps 877440, FPS 1869, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.71055, value loss 2.89434, policy loss -0.08473, distill_loss -47.45251, time 7.82136 min
Updates 1380, num timesteps 883840, FPS 1870, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.57925, value loss 2.27552, policy loss 0.01919, distill_loss -46.73321, time 7.87396 min
Updates 1390, num timesteps 890240, FPS 1870, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 1.00460, value loss 2.26622, policy loss -0.01300, distill_loss -49.14631, time 7.93049 min
Updates 1400, num timesteps 896640, FPS 1871, mean/median reward -20.0/-20.0, min/max reward -20.0/-18.0, entropy 0.64736, value loss 1.20749, policy loss 0.13623, distill_loss -53.19871, time 7.98534 min
Updates 1410, num timesteps 903040, FPS 1870, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.78382, value loss 2.54931, policy loss -0.19332, distill_loss -51.26041, time 8.04508 min
Updates 1420, num timesteps 909440, FPS 1871, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.34576, value loss 2.99567, policy loss -0.05399, distill_loss -49.58232, time 8.09753 min
Updates 1430, num timesteps 915840, FPS 1872, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.48781, value loss 1.36292, policy loss 0.07625, distill_loss -52.03292, time 8.14977 min
Updates 1440, num timesteps 922240, FPS 1873, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.62723, value loss 2.66121, policy loss -0.02608, distill_loss -46.52624, time 8.20632 min
Updates 1450, num timesteps 928640, FPS 1873, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.46092, value loss 2.89171, policy loss -0.01387, distill_loss -46.48768, time 8.25943 min
Updates 1460, num timesteps 935040, FPS 1874, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.44346, value loss 3.29895, policy loss -0.02047, distill_loss -48.34124, time 8.31530 min
Updates 1470, num timesteps 941440, FPS 1874, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.16986, value loss 0.92755, policy loss 0.05155, distill_loss -61.57781, time 8.36931 min
Updates 1480, num timesteps 947840, FPS 1875, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.39349, value loss 2.96767, policy loss -0.00588, distill_loss -45.74329, time 8.42331 min
Updates 1490, num timesteps 954240, FPS 1876, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.31060, value loss 3.60757, policy loss -0.15502, distill_loss -47.66421, time 8.47348 min
Updates 1500, num timesteps 960640, FPS 1871, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.46734, value loss 2.57462, policy loss -0.11203, distill_loss -43.04191, time 8.55462 min
Updates 1510, num timesteps 967040, FPS 1871, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.66744, value loss 2.32819, policy loss 0.00525, distill_loss -50.27607, time 8.61115 min
Updates 1520, num timesteps 973440, FPS 1872, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.80013, value loss 3.25422, policy loss -0.03975, distill_loss -45.80329, time 8.66268 min
Updates 1530, num timesteps 979840, FPS 1873, mean/median reward -20.0/-20.0, min/max reward -40.0/-18.0, entropy 1.01945, value loss 1.30716, policy loss 0.13133, distill_loss -55.14238, time 8.71773 min
Updates 1540, num timesteps 986240, FPS 1874, mean/median reward -19.8/-20.0, min/max reward -20.0/-8.0, entropy 0.89472, value loss 2.72766, policy loss -0.08345, distill_loss -47.34544, time 8.77094 min
Updates 1550, num timesteps 992640, FPS 1875, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.30972, value loss 2.29283, policy loss 0.01204, distill_loss -49.00711, time 8.82274 min
Updates 1560, num timesteps 999040, FPS 1873, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.49841, value loss 3.27302, policy loss -0.01631, distill_loss -49.55494, time 8.88782 min
Updates 1570, num timesteps 1005440, FPS 1873, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.42810, value loss 1.53036, policy loss 0.03509, distill_loss -54.56927, time 8.94566 min
Updates 1580, num timesteps 1011840, FPS 1872, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 1.05711, value loss 1.41121, policy loss 0.11640, distill_loss -53.91550, time 9.00488 min
Updates 1590, num timesteps 1018240, FPS 1873, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 1.06776, value loss 5.77348, policy loss -0.16798, distill_loss -47.19490, time 9.05606 min
Updates 1600, num timesteps 1024640, FPS 1874, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 1.01284, value loss 1.87958, policy loss 0.04596, distill_loss -52.95972, time 9.11096 min
Updates 1610, num timesteps 1031040, FPS 1874, mean/median reward -20.1/-20.0, min/max reward -40.0/-18.0, entropy 0.97324, value loss 4.35283, policy loss 0.03506, distill_loss -53.52221, time 9.16653 min
Updates 1620, num timesteps 1037440, FPS 1873, mean/median reward -20.0/-20.0, min/max reward -39.0/-9.0, entropy 0.83211, value loss 2.60528, policy loss -0.00306, distill_loss -47.37023, time 9.22674 min
Updates 1630, num timesteps 1043840, FPS 1874, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.64803, value loss 2.02140, policy loss -0.11244, distill_loss -52.33044, time 9.28050 min
Updates 1640, num timesteps 1050240, FPS 1875, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.57966, value loss 1.30693, policy loss 0.19370, distill_loss -56.04766, time 9.33425 min
Updates 1650, num timesteps 1056640, FPS 1875, mean/median reward -20.1/-20.0, min/max reward -40.0/-18.0, entropy 0.93351, value loss 3.43241, policy loss -0.15242, distill_loss -49.20611, time 9.38827 min
Updates 1660, num timesteps 1063040, FPS 1876, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.78823, value loss 2.39415, policy loss 0.00515, distill_loss -46.90164, time 9.44044 min
Updates 1670, num timesteps 1069440, FPS 1877, mean/median reward -19.9/-20.0, min/max reward -20.0/-9.0, entropy 1.11965, value loss 2.43638, policy loss -0.03427, distill_loss -50.96760, time 9.49470 min
Updates 1680, num timesteps 1075840, FPS 1878, mean/median reward -20.1/-20.0, min/max reward -40.0/-10.0, entropy 1.02740, value loss 2.43367, policy loss -0.13385, distill_loss -46.32479, time 9.54660 min
Updates 1690, num timesteps 1082240, FPS 1878, mean/median reward -20.1/-20.0, min/max reward -40.0/-10.0, entropy 0.83196, value loss 0.97459, policy loss 0.11839, distill_loss -55.84784, time 9.60063 min
Updates 1700, num timesteps 1088640, FPS 1876, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 1.10395, value loss 2.80160, policy loss -0.19884, distill_loss -50.57420, time 9.66676 min
Updates 1710, num timesteps 1095040, FPS 1876, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 1.06757, value loss 0.82505, policy loss 0.32634, distill_loss -60.52227, time 9.72622 min
Updates 1720, num timesteps 1101440, FPS 1877, mean/median reward -20.2/-20.0, min/max reward -40.0/-9.0, entropy 1.02553, value loss 1.29978, policy loss 0.20089, distill_loss -57.64811, time 9.78000 min
Updates 1730, num timesteps 1107840, FPS 1877, mean/median reward -20.2/-20.0, min/max reward -40.0/-9.0, entropy 1.11395, value loss 2.49775, policy loss -0.00235, distill_loss -47.76369, time 9.83364 min
Updates 1740, num timesteps 1114240, FPS 1878, mean/median reward -20.3/-20.0, min/max reward -40.0/-9.0, entropy 1.08579, value loss 1.63782, policy loss 0.07669, distill_loss -57.86718, time 9.88777 min
Updates 1750, num timesteps 1120640, FPS 1878, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 1.05055, value loss 3.33677, policy loss -0.15951, distill_loss -45.92951, time 9.94339 min
Updates 1760, num timesteps 1127040, FPS 1875, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.55980, value loss 1.83558, policy loss -0.02271, distill_loss -52.47879, time 10.01626 min
Updates 1770, num timesteps 1133440, FPS 1876, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.69524, value loss 3.53529, policy loss 0.01364, distill_loss -46.59618, time 10.06962 min
Updates 1780, num timesteps 1139840, FPS 1875, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.92636, value loss 1.08931, policy loss 0.26208, distill_loss -59.51851, time 10.13030 min
Updates 1790, num timesteps 1146240, FPS 1875, mean/median reward -20.3/-20.0, min/max reward -40.0/-19.0, entropy 0.86039, value loss 1.71149, policy loss 0.06509, distill_loss -53.17155, time 10.18385 min
Updates 1800, num timesteps 1152640, FPS 1875, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.85623, value loss 4.72901, policy loss -0.29347, distill_loss -49.12766, time 10.24250 min
Updates 1810, num timesteps 1159040, FPS 1874, mean/median reward -20.0/-20.0, min/max reward -39.0/-9.0, entropy 1.06735, value loss 5.59306, policy loss -0.08445, distill_loss -53.75748, time 10.30347 min
Updates 1820, num timesteps 1165440, FPS 1875, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.27984, value loss 0.88284, policy loss 0.04321, distill_loss -57.04903, time 10.35597 min
Updates 1830, num timesteps 1171840, FPS 1876, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.72365, value loss 3.51664, policy loss -0.02519, distill_loss -46.82536, time 10.41037 min
Updates 1840, num timesteps 1178240, FPS 1876, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.45875, value loss 1.61448, policy loss 0.01459, distill_loss -57.41573, time 10.46442 min
Updates 1850, num timesteps 1184640, FPS 1876, mean/median reward -20.1/-20.0, min/max reward -39.0/-19.0, entropy 0.74217, value loss 1.47872, policy loss -0.01051, distill_loss -57.98760, time 10.52034 min
Updates 1860, num timesteps 1191040, FPS 1876, mean/median reward -20.1/-20.0, min/max reward -39.0/-19.0, entropy 0.85438, value loss 3.02209, policy loss -0.16970, distill_loss -51.77068, time 10.57714 min
Updates 1870, num timesteps 1197440, FPS 1876, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.82621, value loss 7.40059, policy loss -0.14073, distill_loss -50.14455, time 10.63513 min
Updates 1880, num timesteps 1203840, FPS 1877, mean/median reward -20.1/-20.0, min/max reward -40.0/-9.0, entropy 0.86349, value loss 1.26154, policy loss 0.23278, distill_loss -53.79564, time 10.68771 min
Updates 1890, num timesteps 1210240, FPS 1878, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.72974, value loss 3.33834, policy loss -0.10789, distill_loss -47.50092, time 10.73902 min
Updates 1900, num timesteps 1216640, FPS 1875, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.34082, value loss 0.95768, policy loss 0.05435, distill_loss -58.47557, time 10.81421 min
Updates 1910, num timesteps 1223040, FPS 1874, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.97006, value loss 2.08524, policy loss 0.12023, distill_loss -54.86484, time 10.87183 min
Updates 1920, num timesteps 1229440, FPS 1875, mean/median reward -19.9/-20.0, min/max reward -20.0/-9.0, entropy 1.04411, value loss 1.54472, policy loss 0.18238, distill_loss -57.52375, time 10.92765 min
Updates 1930, num timesteps 1235840, FPS 1875, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.99108, value loss 2.41443, policy loss -0.05488, distill_loss -52.78779, time 10.98109 min
Updates 1940, num timesteps 1242240, FPS 1876, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 1.04827, value loss 1.43485, policy loss 0.15907, distill_loss -62.94037, time 11.03277 min
Updates 1950, num timesteps 1248640, FPS 1877, mean/median reward -20.4/-20.0, min/max reward -40.0/-17.0, entropy 1.01788, value loss 6.21516, policy loss -0.03699, distill_loss -53.01408, time 11.08297 min
Updates 1960, num timesteps 1255040, FPS 1877, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.90476, value loss 2.98070, policy loss -0.18954, distill_loss -54.55321, time 11.13910 min
Updates 1970, num timesteps 1261440, FPS 1878, mean/median reward -20.2/-20.0, min/max reward -40.0/-18.0, entropy 0.83468, value loss 3.86104, policy loss -0.12773, distill_loss -44.63975, time 11.19423 min
Updates 1980, num timesteps 1267840, FPS 1878, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 1.02713, value loss 9.31427, policy loss -0.51244, distill_loss -47.07699, time 11.24751 min
Updates 1990, num timesteps 1274240, FPS 1879, mean/median reward -20.3/-20.0, min/max reward -40.0/-19.0, entropy 1.10081, value loss 2.09554, policy loss 0.05915, distill_loss -53.36043, time 11.30054 min
Updates 2000, num timesteps 1280640, FPS 1879, mean/median reward -20.2/-20.0, min/max reward -40.0/-19.0, entropy 1.07565, value loss 3.08519, policy loss -0.05732, distill_loss -48.99584, time 11.35375 min
Updates 2010, num timesteps 1287040, FPS 1879, mean/median reward -20.3/-20.0, min/max reward -40.0/-19.0, entropy 0.82869, value loss 3.67097, policy loss -0.02500, distill_loss -60.44399, time 11.41323 min
Updates 2020, num timesteps 1293440, FPS 1880, mean/median reward -20.3/-20.0, min/max reward -40.0/-18.0, entropy 0.74008, value loss 2.24295, policy loss 0.04667, distill_loss -52.62807, time 11.46409 min
Updates 2030, num timesteps 1299840, FPS 1880, mean/median reward -20.0/-20.0, min/max reward -29.0/-9.0, entropy 0.90605, value loss 3.24437, policy loss -0.16147, distill_loss -50.42542, time 11.51907 min
Updates 2040, num timesteps 1306240, FPS 1881, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 1.10375, value loss 2.81782, policy loss -0.08944, distill_loss -56.39111, time 11.56994 min
Updates 2050, num timesteps 1312640, FPS 1879, mean/median reward -20.0/-20.0, min/max reward -40.0/-19.0, entropy 0.99150, value loss 2.34695, policy loss -0.00718, distill_loss -53.49034, time 11.63794 min
Updates 2060, num timesteps 1319040, FPS 1880, mean/median reward -19.7/-20.0, min/max reward -20.0/-9.0, entropy 0.82814, value loss 2.90503, policy loss -0.00473, distill_loss -53.73902, time 11.68834 min
Updates 2070, num timesteps 1325440, FPS 1873, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.94981, value loss 1.88642, policy loss 0.04707, distill_loss -57.06974, time 11.79323 min
Updates 2080, num timesteps 1331840, FPS 1872, mean/median reward -20.1/-20.0, min/max reward -40.0/-9.0, entropy 0.99625, value loss 5.76704, policy loss -0.26175, distill_loss -53.86169, time 11.85322 min
Updates 2090, num timesteps 1338240, FPS 1873, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.86046, value loss 1.47418, policy loss 0.16745, distill_loss -62.70414, time 11.90805 min
Updates 2100, num timesteps 1344640, FPS 1872, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.99847, value loss 2.31697, policy loss -0.01315, distill_loss -56.39535, time 11.96756 min
Updates 2110, num timesteps 1351040, FPS 1872, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.67573, value loss 1.91469, policy loss -0.01805, distill_loss -61.51606, time 12.02770 min
Updates 2120, num timesteps 1357440, FPS 1872, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.84188, value loss 1.17239, policy loss 0.22474, distill_loss -64.16889, time 12.08233 min
Updates 2130, num timesteps 1363840, FPS 1873, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 1.01426, value loss 1.35533, policy loss 0.12840, distill_loss -59.64949, time 12.13582 min
Updates 2140, num timesteps 1370240, FPS 1872, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 1.01292, value loss 1.26423, policy loss 0.32074, distill_loss -63.64776, time 12.19358 min
Updates 2150, num timesteps 1376640, FPS 1873, mean/median reward -20.2/-20.0, min/max reward -40.0/-19.0, entropy 1.06870, value loss 1.75829, policy loss 0.17752, distill_loss -64.48024, time 12.24932 min
Updates 2160, num timesteps 1383040, FPS 1873, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.70000, value loss 1.50713, policy loss 0.10392, distill_loss -64.42450, time 12.30224 min
Updates 2170, num timesteps 1389440, FPS 1874, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.93604, value loss 4.61335, policy loss -0.26562, distill_loss -61.05083, time 12.35451 min
Updates 2180, num timesteps 1395840, FPS 1874, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 1.10822, value loss 3.51569, policy loss -0.20170, distill_loss -53.15252, time 12.40780 min
Updates 2190, num timesteps 1402240, FPS 1875, mean/median reward -20.1/-20.0, min/max reward -40.0/-18.0, entropy 0.90332, value loss 1.67416, policy loss 0.03220, distill_loss -60.96083, time 12.46296 min
